ipen,determination,multiplication,hivernage,protectionHiv1,protectionHiv2,taxonFamille1,taxonControle,taxonBiblio,periodeDeSemis,idTaxon,secteur
XX 0 FRIBG 19970382,,,,,,Juncaceae,,,,Juncus trifidus L.,Alp. siliceux
CH 0 G 20140770,,,,,,Juncaceae,,,,Juncus trifidus L.,Alp. siliceux
CH 0 FRIBG 20070505,,,,,,Cupressaceae,,,,Juniperus communis L. subsp. communis,Mur
CH 0 FRIBG 20150329,,,,,,Cupressaceae,,,,Juniperus communis L. subsp. communis,Système 4
XX 0 FRIBG 10002868,,,,,,Cupressaceae,,,,Juniperus sabina L.,Alp. calcaire 3
CH 0 FRIBG 20010138,"Clément Benoit, 2004",,,,,Cupressaceae,,,,Juniperus sabina L.,Steppe val.
XX 0 FRIBG 10002867,,,,,,Cupressaceae,,,,Juniperus sabina L.,Mur
XX 0 FRIBG 10003161,,Bouture,,,,Acanthaceae,,,,Justicia brandegeana Wassh. et L.B. Sm.,Serre 4
XX 0 FRIBG 10000358,,Bouture,,,,Acanthaceae,,,,Justicia carnea Lindl.,Serre 4
XX 0 FRIBG 20040313,,,,,,Zingiberaceae,,,,Kaempferia galanga L.,Serre 5
XX 0 FRIBG 20040686,,,,,,Crassulaceae,,,,Kalanchoe beharensis Drake,Serre 1 Madag.
XX 0 FRIBG 20070234,,,,,,Crassulaceae,,,,Kalanchoe daigremontiana Raym. - Hamet et H. Perrier,Serre 1 Madag.
XX 0 FRIBG 19990097,,,,,,Crassulaceae,,,,Kalanchoe faustii Font Quer,Serre 1 N-Afr.
XX 0 FRIBG 19990240,,,,,,Crassulaceae,,,,Kalanchoe fedtschenkoi Raym.- Hamet et H. Perrier,Serre 1 Madag.
XX 0 FRIBG 20090173,,,,,,Crassulaceae,,,,Kalanchoe lateritia Engl.,Serre 1 S-Afr.
XX 0 FRIBG 20050262,,,,,,Crassulaceae,,,,Kalanchoe laxiflora Baker,Serre 1 Madag.
XX 0 FRIBG 20050040,,,,,,Crassulaceae,,,,Kalanchoe marmorata Baker,Multiplication
XX 0 FRIBG 10001465,,,,,,Crassulaceae,,,,Kalanchoe marmorata Baker,Serre 1 S-Afr.
XX 0 FRIBG 20130149,,,,,,Crassulaceae,,,,Kalanchoe pinnata (Lam.) Pers.,Serre 1 Madag.
XX 0 FRIBG 19990129,,,,,,Crassulaceae,,,,Kalanchoe pumila Baker,Serre 1 Madag.
XX 0 FRIBG 19730574,,,,,,Crassulaceae,,,,Kalanchoe pumila Baker,Serre 1 Madag.
XX 0 FRIBG 20110362,,,,,,Crassulaceae,,,,Kalanchoe rhombopilosa Mannoni et Boiteau,Serre 1 Madag.
XX 0 FRIBG 20070368,,,,,,Crassulaceae,,,,Kalanchoe rotundifolia (Haw.) Haw.,Serre 1 S-Afr.
XX 0 FRIBG 20070561,,,,,,Crassulaceae,,,,Kalanchoe sp.,Serre 1 Madag.
XX 0 FRIBG 19730545,,,,,,Crassulaceae,,,,Kalanchoe tomentosa Baker,Serre 1 Madag.
XX 0 FRIBG 19990211,,,,,,Crassulaceae,,,,Kalanchoe tubiflora Eckl. et Zeyh.,Serre 1 Madag.
XX 0 FRIBG 20070369,,,,,,Crassulaceae,,,,Kalanchoe velutina Britten,Serre 1 S-Afr.
XX 0 KL 2011/351,,,,,,Cucurbitaceae,,,,Kedrostis africana (L.) Cogn.,Serre 1 S-Afr.
XX 0 FRIBG 20140119,,,,,,Cucurbitaceae,,,,Kedrostis leloja (J.F. Gmel.) C. Jeffrey,Multiplication
CH 0 FRIBG 20010595,"Clément Benoit, 2007",,,,,Brassicaceae,,,,Kernera saxatilis (L.) Sweet,Alp. calcaire 3
CH 0 FRIBG 20140465,,,,,,Brassicaceae,,,,Kernera saxatilis (L.) Sweet,Alp. calcaire 6
XX 0 FRIBG 2730642,,,,,,Rosaceae,,,,Kerria japonica ( L.) DC. 'Golden Guinea',Système 2
IN 0 FRIBG 20090434,,,,,,Meliaceae,,,,Khaya senegalensis (Desr.) A. Juss,Serre 5
CH 0 FRIBG 20150379,,,,,,Plantaginaceae,,,16,Kickxia elatine (L.) Dumort.,Système 1
XX 0 FRIBG 10001471,,,,,,Plantaginaceae,,,,Kickxia spuria (L.) Dumort.,Pl. protégées
XX 0 FRIBG 20100517,,,,,,Bignoniaceae,,,,Kigelia africana (Lam.) Benth.,Serre 5
XX 0 FRIBG 20060419,,,,,,Hydrangeaceae,,,,Kirengeshoma palmata Yatabe,Système 2
XX 0 FRIBG 20000422,,,,,,Malvaceae,,,,Kitaibelia vitifolia Willd.,Système 3
XX 0 FRIBG 20000244,,,,,,Asteraceae,,,,Kleinia petrae (R.E. Fr.) C. Jeffrey,Serre 1 S-Afr.
CH 0 FRIBG 20160291,Sciboz J.,,,,,Caprifoliaceae,,,,Knautia arvensis (L.) Coult.,Système 1
CH 0 FRIBG 20020672,,,,,,Caprifoliaceae,,,,Knautia dipsacifolia Kreutzer subsp. dipsacifolia,Alp. calcaire 6
FR 0 FRIBG 20020119,,,,,,Caprifoliaceae,,,,Knautia dipsacifolia Kreutzer subsp. dipsacifolia,Système 1
XX 0 FRIBG 10001473,"Sciboz Jacques, 2000",,,,,Caprifoliaceae,,,,Knautia godetii Reut.,Système 1
XX 0 FRIBG 10001474,,,,,,Asphodelaceae,,,,Kniphofia ensifolia Baker s.l.,Système 4
XX 0 Z 20010274,,,,,,Asphodelaceae,,,,Kniphofia pumila (Aiton) Kunth,Géophytes
XX 0 FRIBG 19990187,,,,,,Poaceae,,,,Koeleria macrantha (Ledeb.) Schult.,Système 4
FR 0 FRIBG 20030594,,,,,,Poaceae,,,,Koeleria macrantha (Ledeb.) Schult.,Steppe val.
FR 0 NCY 20155029W,,,,,,Poaceae,,,,Koeleria pyramidata (Lam.) P. Beauv.,Steppe val.
FR 0 NCY 20155029W,,,,,,Poaceae,,,,Koeleria pyramidata (Lam.) P. Beauv.,Alp. calcaire 1
CH 0 FRIBG 19930593,"Thöni Erich Neyruz/ Schöpfer Josef, 1997",,,,,Poaceae,,,,Koeleria vallesiana (Honck.) Gaudin,Steppe val.
XX 0 FRIBG 20000469,,,,,,Sapindaceae,,,,Koelreuteria paniculata Laxm.,Système 3
XX 0 FRIBG 19970364,,Bouture,,,,Gesneriaceae,,,,Kohleria digitaliflora Fritsch,Serre 4
XX 0 FRIBG 19880203,,Bouture,,,,Gesneriaceae,,,,Kohleria hirsuta (Kunth) Regel,Serre 4
XX 0 FRIBG 20150352,,,,,,Caprifoliaceae,,,,Kolkwitzia amabilis Graebn.,Système 1
XX 0 FRIBG 10003245,,,,,,Fabaceae,,,18 s,Lablab purpureus (L.) Sweet subsp. purpureus,Système 2
XX 0 FRIBG 10003245,,Semis,,,,Fabaceae,,,18 g,Lablab purpureus (L.) Sweet subsp. purpureus,Couches
CH 0 FRIBG 20020502,,,,,,Fabaceae,,,,Laburnum alpinum (Mill.) Bercht. et J. Presl.,Pl. protégées
CH 0 FRIBG 20020502,,,,,,Fabaceae,,,,Laburnum alpinum (Mill.) Bercht. et J. Presl.,Alp. calcaire 3
XX 0 FRIBG 20150326,,,,,,Fabaceae,,,,Laburnum anagyroides Medik.,Système 2
XX 0 FRIBG 10001478,,,,,,Asteraceae,,,,Lactuca perennis L.,Système 1
XX 0 FRIBG 10001480,,,,,,Asteraceae,,,16 s,Lactuca sativa subsp. capitata (L.) Schübl. & G.Martens,Système 1
XX 0 FRIBG 10001481,,,,,,Asteraceae,,,16,Lactuca sativa subsp. crispa (L.) Schübl. & G.Martens,Système 1
XX 0 FRIBG 10001482,,,,,,Asteraceae,,,16 s,Lactuca sativa subsp. longifolia (Lam.) Alef.,Système 1
XX 0 FRIBG 10001479,,,,,,Asteraceae,,,16 s,Lactuca sativa var. angustana L.H. Bailey,Système 1
XX 0 FRIBG 10001484,,,,,,Asteraceae,,,16,Lactuca virosa L.,Système 1
XX 0 FRIBG 10000275,,,,,,Orchidaceae,,,,Laelia anceps Lindl.,Serre 2
FR 0 FRIBG 20150394,Sciboz J.,,,,,Poaceae,,,17 s,Lagurus ovatus L.,Système 4
XX 0 FRIBG 10001490,,,,,,Lamiaceae,,,,Lamium album L.,Médicinal
CH 0 FRIBG 20170391,Sciboz J.,,,,,Lamiaceae,,,,Lamium maculatum L.,Système 1
XX 0 FRIBG 19920690,,,,,,Papaveraceae,,,,Lamprocapnos spectabilis (L.) Fukuhara,Système 3
XX 0 FRIBG 19980368,,,Couches,,,Verbenaceae,,,,Lantana Camara - Hybriden,Système 1
US 0 FRIBG 19970145,,,,,,Urticaceae,,,,Laportea canadensis Gaudich.,Système 2
XX 0 FRIBG 19910809,,Semis,,,,Urticaceae,,,05 g,Laportea gigas Wedd.,Serre 4
XX 0 FRIBG 10000061,"Sciboz Jacques, 1997",,,,,Boraginaceae,,,16 s,Lappula squarrosa (Retz.) Dumort.,Système 1
CH 0 FRIBG 20160556,Sciboz J.,,,,,Asteraceae,,,17 s,Lapsana communis L. subsp. communis,Système 1
CL 0 FRIBG 20100273,,,,,,Apiaceae,,,,Laretia acaulis (Cav.) Gillies et Hooker,Rocaille 2
XX 0 FRIBG 10001494,"Clément Benoit, 2002",,,,,Pinaceae,,,,Larix decidua L.,Alp. calcaire 1
XX 0 FRIBG 10002772,,,,,,Pinaceae,,,,Larix decidua L.,Arboretum
XX 0 FRIBG 10001495,,,,,,Pinaceae,,,,Larix kaempferi (Lamb.) Carrière,Arboretum
CH 0 G 20140820,,,,,,Apiaceae,,,,Laserpitium gaudinii Moretti .,Alp. calcaire 1
CH 0 G 20151087,,,,,,Apiaceae,,,,Laserpitium halleri Crantz,Alp. siliceux
CH 0 FRIBG 20020655,"Clément Benoit, 2002",,,,,Apiaceae,,,,Laserpitium latifolium L.,Alp. calcaire 1
CH 0 FRIBG 20020654,,,,,,Apiaceae,,,,Laserpitium siler L.,Alp. calcaire 6
CH 0 FRIBG 20140447,,,,,,Apiaceae,,,,Laserpitium siler L.,Steppe val.
XX 0 FRIBG 10001496,,,,,,Asteraceae,,,14 s,Lasthenia californica Lindl.,Système 1
XX 0 FRIBG 10000138,,,,,,Fabaceae,,,14,Lathyrus aphaca L.,Système 2
,,,,,,Fabaceae,,,14,Lathyrus clymenum L.,Système 2
CH 0 FRIBG 20020020,"Clément Benoit, 2002",,,,,Fabaceae,,,,Lathyrus heterophyllus L.,Pl. protégées
CH 0 FRIBG 20020020,"Clément Benoit, 2002",,,,,Fabaceae,,,,Lathyrus heterophyllus L.,Alp. calcaire 2
XX 0 FRIBG 10001497,,,,,,Fabaceae,,,,Lathyrus latifolius L.,Système 2
CH 0 FRIBG 20000465,"Kozlowski Gregor, 2002",,,,,Fabaceae,,,,Lathyrus linifolius (Reichard) Bässler,Système 2
XX 0 FRIBG 10001498,,,,,,Fabaceae,,,,Lathyrus niger (L.) Bernh.,Système 2
XX 0 ROST 2003-F-795,,,,,,Fabaceae,,,14,Lathyrus nissolia L.,Système 2
CH 0 G 2006 0117,,,,,,Fabaceae,,,,Lathyrus occidentalis (Fish. et C.A. Mey.) Fritsch,Alp. calcaire 3
XX 0 FRIBG 20160612,,,,,,Fabaceae,,,14,Lathyrus odoratus L.,Système 2
XX 0 FRIBG 10001502,,,,,,Fabaceae,,,,Lathyrus pratensis L.,Système 2
XX 0 FRIBG 10000139,,,,,,Fabaceae,,,14,Lathyrus sativus L.,Système 2
XX 0 FRIBG 10001503,,,,,,Fabaceae,,,,Lathyrus tuberosus L.,Système 2
XX 0 FRIBG 10001504,,,,,,Fabaceae,,,,Lathyrus vernus ( L. ) Bernh. subsp. vernus,Système 2
CH 0 G 20121011,,,,,,Fabaceae,,,,Lathyrus vernus ( L. ) Bernh. subsp. vernus,Alp. calcaire 1
XX 0 FRIBG 10001505,,,,Feuilles,,Lauraceae,,,,Laurus nobilis L.,Mur
FR 0 FRIBG 20020101,,,,,,Lamiaceae,,,,Lavandula angustifolia Mill.,Système 1
XX 0 FRIBG 10003006,,,,,,Lamiaceae,,,,Lavandula angustifolia Mill.,Mur
ES 0 FRIBG 20020550,,,,,,Lamiaceae,,,,Lavandula canariensis Mill.,Serre 1 Canar.
ES 0 FRIBG 20020550,,,,,,Lamiaceae,,,,Lavandula canariensis Mill.,Pl. médit.
XX 0 FRIBG 20000248,,,,,,Lamiaceae,,,,Lavandula dentata L.,Serre 1 N-Afr.
ES 0 FRIBG 20110308,,,,,,Lamiaceae,,,,Lavandula lanata Boiss.,Pl. médit.
XX 0 FRIBG 20030343,,,,,,Lamiaceae,,,09 m,Lavandula multifida L.,Pl. médit.
ES 0 ALCA 2001-0809,"Sciboz J., 23.06.21",,,,,Lamiaceae,,,,Lavandula pedunculata subsp. pedunculata (Mill.) Rozeira,Mur
FR 0 FRIBG 20150404,Sciboz J.,,,Feuilles,Châssis,Lamiaceae,,,,Lavandula stoechas L. subsp. stoechas,Mur
XX 0 FRIBG 20160355,,,,,,Lamiaceae,,,,Lavandula x intermedia Loisel. 'Grappenhall',Mur
XX 0 FRIBG 10001507,,,,,,Malvaceae,,,16,Lavatera trimestris L.,Système 3
XX 0 FRIBG 20000343,,,,,,Asparagaceae,,,,Ledebouria socialis (Baker) Jessop,Serre 1 S-Afr.
XX 0 FRIBG 10001509,,,,,,Campanulaceae,,,14 s,Legousia speculum-veneris (L.) Chaix,Système 1
CH 0 FRIBG 20080434,,,,,,Araceae,,,,Lemna minor L.,Pl. aquatiques
XX 0 FRIBG 19730591,,,,,,Crassulaceae,,,,Lenophyllum texanum (J.G. Sm.) Rose,Serre 1 Am.
XX 0 FRIBG 10000140,,,,,,Fabaceae,,,14,Lens culinaris Medik. subsp. culinaris,Système 2
DE 0 LZ STO-29-2019,,,,,,Asteraceae,,,,Leontodon autumnalis L.,Système 1
CH 0 FRIBG 20110411,G. Kozlowski 2011,,,,,Asteraceae,,,,Leontodon hispidus subsp. pseudocrispus (Bisch.) Murr,Alp. calcaire 4
CH 0 FRIBG 20120242,,,,,,Asteraceae,,,,Leontopodium alpinum Cass.,Alp. calcaire 4
CH 0 FRIBG 20180418,,,,,,Asteraceae,,,,Leontopodium alpinum Cass.,Alp. calcaire 3
CH 0 FRIBG 20170489,,,,,,Asteraceae,,,,Leontopodium alpinum Cass.,Pl. protégées
CH 0 FRIBG 20120242,,,,,,Asteraceae,,,,Leontopodium alpinum Cass.,Alp. calcaire 3
CN 0 MB 1995/639,,,,,,Asteraceae,,,,Leontopodium himalayanum DC.,Rocaille 1
MN 0 IB 0010022013/0018,,,,,,Asteraceae,,,,Leontopodium leontopodioides (Willd.) Beauverd (Greene) R.J.Bayer,Rocaille 1
XX 0 FRIBG 10000005,,,,,,Lamiaceae,,,,Leonurus cardiaca L.,Système 1
XX 0 FRIBG 10000005,,,,,,Lamiaceae,,,,Leonurus cardiaca L.,Médicinal
CH 0 FRIBG 20040575,"Clément Benoit, 2005",,,,,Brassicaceae,,,,Lepidium latifolium L.,Pl. protégées
XX 0 FRIBG 10001515,,,,,,Brassicaceae,,,14,Lepidium sativum L. subsp. sativum,Système 3
CH 0 FRIBG 20120260,,,,,,Brassicaceae,,,14 s,Lepidium virginicum L.,Système 3
XX 0 FRIBG 10000277,,,,,,Cactaceae,,,,Lepismium dissimile Lindb.,Serre 4
XX 0 FRIBG 10000596,,,,,,Phyllanthaceae,,,,Leptopus chinensis (Bunge) Pojark,Système 2
XX 0 FRIBG 20160525,,,,,,Orchidaceae,,,,Leptotes bicolor Lindl.,Serre 2
XX 0 FRIBG 20160528,,,,,,Orchidaceae,,,,Leptotes bohnkiana Campacci,Serre 2
XX 0 FRIBG 20150343,,,,,,Fabaceae,,,,Lespedeza thunbergii (DC.) Nakai,Système 2
XX 0 FRIBG 19820010,,,,,,Fabaceae,,,,Lespedeza thunbergii (DC.) Nakai,Entrée AMI
GA 0 FRIBG 20100518,,,,,,Fabaceae,,,05 g,Leucaena sp.,Serre 5
XX 0 FRIBG 19930351,,,,,,Asteraceae,,,,Leucanthemella serotina Tzvelev,Système 1
XX 0 FRIBG 20080382,,,,,,Asteraceae,,,,Leucanthemum adustum (W.D.J. Koch) Gremli,Alp. calcaire 5
XX 0 FRIBG 10001517,,,,,,Asteraceae,,,,Leucanthemum vulgare Lam.,Système 1
XX 0 FRIBG 10002962,,,,,,Amaryllidaceae,,,,Leucojum aestivum L.,Système 4
XX 0 DR 004145,,,,,,Amaryllidaceae,,,,Leucojum aestivum L.,Géophytes
XX 0 FRIBG 20010315,"Clément Benoit, 2007",,,,,Amaryllidaceae,,,,Leucojum autumnale L.,Rocaille 1
XX 0 FRIBG 20040188,,,,,,Amaryllidaceae,,,,Leucojum autumnale L.,Géophytes
XX 0 FRIBG 10002872,,,,,,Amaryllidaceae,,,,Leucojum vernum L.,Pl. protégées
CH 0 FRIBG 20180263,Sciboz J.,,,,,Amaryllidaceae,,,,Leucojum vernum L.,Système 4
CH 0 FRIBG 20080278,,,,,,Amaryllidaceae,,,,Leucojum vernum L.,Alp. calcaire 1
XX 0 FRIBG 10002871,,,,,,Amaryllidaceae,,,,Leucojum vernum L.,Alp. calcaire 2
XX 0 FRIBG 10002873,,,,,,Apiaceae,,,,Levisticum officinalis W.D.J. Koch,Système 1
XX 0 FRIBG 10002964,,,,,,Apiaceae,,,,Levisticum officinalis W.D.J. Koch,Médicinal
XX 0 FRIBG 20170398,,,,,,Montiaceae,,,,Lewisia cotyledon (S. Watson) B.L. Rob. s.l.,Système 3
US 0 WURZB 87-232-K-10,,,,,,Montiaceae,,,,Lewisia pygmaea (A. Gray) B.L. Rob.,Rocaille 2
XX 0 FRIBG 20150354,,,,Feuilles,Branches sapin,Caprifoliaceae,,,,Leycesteria formosa Wall.,Système 1
XX 0 FRIBG 19960522,,,,,,Asteraceae,,,,Liatris spicata (L.) Willd. s.l.,Géophytes
XX 0 FRIBG 19960522,,,,,,Asteraceae,,,,Liatris spicata (L.) Willd. s.l.,Système 1
CH 0 G 20130806,,,,,,Apiaceae,,,,Ligusticum mutellina (L.) Crantz,Alp. calcaire 2
XX 0 FRIBG 10001519,,,,,,Oleaceae,,,,Ligustrum ibota Sieb. et Zucc.,Système 1
XX 0 FRIBG 10001520,,,,,,Oleaceae,,,,Ligustrum vulgare L.,Système 1
JP 0 FRIBG 20020134,,,,,,Liliaceae,,,,Lilium auratum Lindl.,Rocaille 2
DE 0 FRIBG 20030585,,,,,,Liliaceae,,,,Lilium bulbiferum L. subsp. bulbiferum,Alp. calcaire 4
CH 0 FRIBG 20030800,"Clément Benoit, 2007",,,,,Liliaceae,,,,Lilium bulbiferum subsp. croceum (Chaix) Baker,Alp. calcaire 6
CH 0 FRIBG 20030800,"Clément Benoit, 2007",,,,,Liliaceae,,,,Lilium bulbiferum subsp. croceum (Chaix) Baker,Pl. protégées
CH 0 FRIBG 20030800,"Clément Benoit, 2007",,,,,Liliaceae,,,,Lilium bulbiferum subsp. croceum (Chaix) Baker,Alp. calcaire 3
IT 0 FRIBG 20120160,,,,,,Liliaceae,,,,Lilium bulbiferum subsp. croceum (Chaix) Baker,Place du tilleul
CH 0 FRIBG 20030800,"Clément Benoit, 2007",,,,,Liliaceae,,,,Lilium bulbiferum subsp. croceum (Chaix) Baker,Géophytes
XX 0 FRIBG 20160211,,,,,,Liliaceae,,,,Lilium callosum Siebold et Zucc. s.l.,Géophytes
IT 0 FRIBG 20031161,,,,,,Liliaceae,,,,Lilium carniolicum W.D.J. Koch,Rocaille 2
GR 0 FRIBG 20130065,,,,,,Liliaceae,,,,Lilium chalcedonicum L.,Rocaille 1
GR 0 FRIBG 20130065,,,,,,Liliaceae,,,,Lilium chalcedonicum L.,Géophytes
XX 0 BONN 8947,,,,,,Liliaceae,,,,Lilium davidii Elwes,Géophytes
TW 0 FRIBG 20060427,,,,,,Liliaceae,,,,Lilium formosanum Wallace,Rocaille 1
XX 0 M B/0447,,,,,,Liliaceae,,,,Lilium henryi Baker,Géophytes
XX 0 FRIBG 10001521,,,,,,Liliaceae,,,,Lilium lancifolium Thunb.,Médicinal
XX 0 G 19781932,,,,,,Liliaceae,,,,Lilium lancifolium Thunb.,Géophytes
JP 0 FRIBG 20020136,,,,,,Liliaceae,,,,Lilium leichtlinii var. maximowiczii (Regel) Baker,Rocaille 2
XX 0 BONN 25443,,,,,,Liliaceae,,,,Lilium leucanthum (Baker) Baker,Géophytes
CH 0 FRIBG 20020685,"Clément Benoit, 2007",,,,,Liliaceae,,,,Lilium martagon L.,Pl. protégées
CH 0 FRIBG 20020685,"Clément Benoit, 2007",,,,,Liliaceae,,,,Lilium martagon L.,Géophytes
CH 0 FRIBG 20020685,"Clément Benoit, 2007",,,,,Liliaceae,,,,Lilium martagon L.,Alp. calcaire 3
CH 0 FRIBG 20020685,"Clément Benoit, 2007",,,,,Liliaceae,,,,Lilium martagon L.,Alp. calcaire 6
RU 0 OSN 2012-224,,,,,,Liliaceae,,,,Lilium martagon var. pilosiusculum Freyn,Rocaille 3
RU 0 M 2014/2001,,,,,,Liliaceae,,,,Lilium pensylvanicum Ker-Gawl.,Rocaille 1
CH 0 FRIBG 20080423,,,,,,Liliaceae,,,,Lilium pomponium L.,Géophytes
IT 0 FRIBG 20060423,,,,,,Liliaceae,,,,Lilium pomponium L.,Rocaille 1
XX 0 FRIBG 20050335,,,,,,Liliaceae,,,,Lilium pumilum Delile,Géophytes
FR 0 NCY 19758177,,,,,,Liliaceae,,,,Lilium pyrenaicum Gouam.,Rocaille 1
XX 0 MJG 19--67000,,,,,,Liliaceae,,,,Lilium regale E.H. Wilson,Géophytes
XX 0 FRIBG 20150414,,,,,,Liliaceae,,,,Lilium regale E.H. Wilson,Système 4
XX 0 MJG 19--67000,,,,,,Liliaceae,,,,Lilium regale E.H. Wilson,Système 4
FR 0 FRIBG 20190098,,,,,,Plumbaginaceae,,,,Limonium dodartii (Girard) O.Kuntze,Rocaille 3
XX 0 FRIBG 10001525,,,,,,Plumbaginaceae,,,,Limonium gmelinii (Willd.) Kuntze,Système 3
HU 0 FRIBG 20030785,,,,,,Plumbaginaceae,,,,Limonium gmelinii subsp. hungaricum (Klok.) Soo,Rocaille 3
XX 0 FRIBG 10001526,,,,,,Plumbaginaceae,,,,Limonium latifolium O. Kuntze,Système 3
FR 0 P 2012g382,,,,Châssis,,Plumbaginaceae,,,,Limonium narbonense Mill. s.l.,Pl. médit.
FR 0 FRIBG 20190097,,,,,,Plumbaginaceae,,,,Limonium ovalifolium (Poiret) O. Kuntze,Rocaille 3
CH 0 FRIBG 20200091,S. Bétrisey 2020,,,,,Scrophulariaceae,,,,Limosella aquatica L.,Pl. aquatiques
XX 0 FRIBG 10001528,,,,,,Plantaginaceae,,,,Linaria alpina (L.) Mill. subsp. alpina,Alp. calcaire 6
CH 0 FRIBG 20120216,,,,,,Plantaginaceae,,,,Linaria alpina (L.) Mill. subsp. alpina,Alp. calcaire 5
XX 0 FRIBG 20030672,,,,,,Plantaginaceae,,,,Linaria genistifolia subsp. dalmatica Maire et Petitm.,Pl. médit.
XX 0 FRIBG 20160263,,,,,,Plantaginaceae,,,,Linaria purpurea (L.) Mill.,Système 1
IT 0 FRIBG 20050263,,,,,,Plantaginaceae,,,,Linaria supina (L.) Chaz.,Rocaille 1
XX 0 FRIBG 10001531,,,,,,Plantaginaceae,,,,Linaria vulgaris Mill.,Système 1
XX 0 FRIBG 10001531,,,,,,Plantaginaceae,,,,Linaria vulgaris Mill.,Alp. calcaire 3
XX 0 FRIBG 20010118,"Clément Benoit, 2002",,,,,Caprifoliaceae,,,,Linnaea borealis L.,Alp. siliceux
XX 0 FRIBG 20010118,"Clément Benoit, 2002",,,,,Caprifoliaceae,,,,Linnaea borealis L.,Zone humide
CH 0 FRIBG 20100486,,,,,,Linaceae,,,,Linum alpinum Jacq.,Alp. calcaire 5
HU 0 FRIBG 20010514,,,,,,Linaceae,,,,Linum austriacum L.,Steppe val.
XX 0 MJG 28-2017,,,,Châssis,,Linaceae,,,,Linum austriacum L.,Système 2
XX 0 BGAT 0000978,,,,Châssis,,Linaceae,,,,Linum campanulatum L.,Système 2
XX 0 NGOET 2359,,,,Châssis,,Linaceae,,,,Linum flavum L.,Système 2
XX 0 MJG 199809602,,,,,,Linaceae,,,16 s,Linum grandiflorum Desf.,Système 2
XX 0 KL 2012/1395,,,,Châssis,,Linaceae,,,,Linum narbonense L.,Système 2
CH 0 FRIBG 19950284,"Thöni Erich Neyruz/ Schöpfer Josef, 1996",,,,,Linaceae,,,,Linum tenuifolium L.,Steppe val.
XX 0 FRIBG 10000217,,,,,,Linaceae,,,16,Linum usitatissimum L. 'Eckendorfer Langflachs',Système 2
XX 0 FRIBG 10000217,,,,,,Linaceae,,,16,Linum usitatissimum L. 'Eckendorfer Langflachs',Médicinal
XX 0 FRIBG 20070408,,,,,,Verbenaceae,,,,Lippia dulcis Trevis.,Serre 5
XX 0 FRIBG 10001535,,,,,,Hamamelidaceae,,,,Liquidambar formosana var. monticola Rehd. et Wils.,Pavillon vert
XX 0 FRIBG 20160300,,,,,,Hamamelidaceae,,,,Liquidambar styraciflua L.,Système 2
XX 0 FRIBG 19430005,,,,,,Magnoliaceae,,,,Liriodendron chinensis Sarg.,Système 4
CH 0 FRIBG 20040597,"Clément Benoit, 2004",,,,,Orchidaceae,,,,Listera ovata (L.) R. Br.,Pl. protégées
CH 0 FRIBG 20040597,"Clément Benoit, 2004",,,,,Orchidaceae,,,,Listera ovata (L.) R. Br.,Alp. calcaire 1
CH 0 FRIBG 20170394,Sciboz J.,,,,,Orchidaceae,,,,Listera ovata (L.) R. Br.,Système 4
XX 0 FRIBG 20060643,,,,,,Aizoaceae,,,,Lithops hookeri var. subfenestrata (De Boer) D.T. Cole,Multiplication
XX 0 FRIBG 20120358,,,,,,Aizoaceae,,,,Lithops lesliei (N.E.Br.) N.E. Br. var. rubrobrunea,Serre 1 S-Afr.
,,,,,,Boraginaceae,,,,Lithospermum officinale L.,Système 1
CH 0 FRIBG 19930519,,,,,,Boraginaceae,,,,Lithospermum officinale L.,Alp. calcaire 2
FR 0 FRIBG 20050482,"Clément Benoit, 2007",,,,,Plantaginaceae,,,,Littorella uniflora (L.) Asch.,Pl. protégées
US 0 FRIBG 20060472,,,Couches,,,Campanulaceae,,,,Lobelia cardinalis L.,Pl. aquatiques
XX 0 FRIBG 10001538,,,,,,Campanulaceae,,,11 s,Lobelia erinus L.,Système 1
XX 0 FRIBG 10000062,,,,,,Campanulaceae,,,09 s,Lobelia inflata L.,Médicinal
US 0 FRIBG 19940274,"Bollinger Susanne, 2003",,,,,Campanulaceae,,,,Lobelia siphilitica L. s.l.,Système 1
XX 0 FRIBG 20070533,,,,,,Cactaceae,,,,Lobivia famatinensis (Speg.) Britton et Rose,Serre 1 Am.
XX 0 FRIBG 20070532,,,,,,Cactaceae,,,,Lobivia famatinensis (Speg.) Britton et Rose,Multiplication
XX 0 FRIBG 20110472,,,,,,Cactaceae,,,,Lobivia haemathanta,Multiplication
GR 0 ATHD 2015/1708,,,,,,Brassicaceae,,,16 s,Lobularia maritima (L.) Desv.,Système 3
XX 0 FRIBG 20020427,,,,,,Poaceae,,,14 s,Lolium multiflorum Lam.,Système 4
XX 0 FRIBG 10000141,"Thöni Erich Neyruz/ Schöpfer Josef, 1997",,,,,Poaceae,,,14 s,Lolium temulentum L.,Système 4
XX 0 FRIBG 10002876,,,,,,Caprifoliaceae,,,,Lomelosia graminifolia (L.) Greuter et Burdet,Système 1
IT 0 FRIBG 20050462,JB Genéve,,,,,Caprifoliaceae,,,,Lomelosia graminifolia (L.) Greuter et Burdet,Alp. calcaire 3
CH 0 FRIBG 20020679,,,,,,Caprifoliaceae,,,,Lonicera alpigena L.,Alp. calcaire 3
XX 0 FRIBG 10001545,,,,,,Caprifoliaceae,,,,Lonicera caerulea L.,Alp. calcaire 5
