is_approximate_match,is_synonym,matched_name,nomenclature_code,score,search_string,taxon.flags,taxon.is_suppressed,taxon.is_suppressed_from_synth,taxon.name,taxon.ott_id,taxon.rank,taxon.source,taxon.synonyms,taxon.tax_sources,taxon.unique_name
False,False,Arion,ICZN,1.0,arion,[],False,False,Arion,661122,genus,ott3.6draft1,"['Ario', 'Aroni', 'Baudonia', 'Carinella', 'Lochea', 'Macroarion', 'Microarion', 'Prolepis', 'Riyearon', 'Tetraspis']","['worms:818149', 'ncbi:6542', 'gbif:2294092', 'irmng:1420165']",Arion
False,False,Solanum tuberosum,ICN,1.0,solanum tuberosum,['sibling_higher'],False,False,Solanum tuberosum,494835,species,ott3.6draft1,"['Solanum chocclo', 'Solanum multijugum', 'Solanum tuberosum subsp. tuberosum']","['ncbi:4113', 'gbif:2930262', 'irmng:10202886']",Solanum tuberosum
False,True,Solanum tuberosum,ICN,1.0,solanum tuberosum,['sibling_higher'],False,False,Solanum etuberosum,661308,species,ott3.6draft1,"['Solanum bustillosii', 'Solanum etuberosum antucense', 'Solanum etuberosum bustillosii', 'Solanum etuberosum chillanense', 'Solanum kunzei', 'Solanum looseri', 'Solanum subandinum', 'Solanum tuberosum', 'Solanum tuberosum polemoniifolium']","['ncbi:200525', 'gbif:2930259']",Solanum etuberosum
False,True,Solanum tuberosum,ICN,1.0,solanum tuberosum,['sibling_higher'],False,False,Solanum maglia,598927,species,ott3.6draft1,"['Solanum collinum', 'Solanum commersonii glabriusculum', 'Solanum foncki', 'Solanum maglia brevifrons', 'Solanum maglia collinum', 'Solanum maglia witasekianum', 'Solanum tuberosum', 'Solanum tuberosum maglia']","['ncbi:172791', 'gbif:2931694']",Solanum maglia
False,False,Poaceae,ICN,1.0,poaceae,[],False,False,Poaceae,508090,family,ott3.6draft1,"['Aegilopaceae', 'Agrostidaceae', 'Alopecuraceae', 'Andropogonaceae', 'Anomochloaceae', 'Anthoxanthaceae', 'Arundinaceae', 'Arundinellaceae', 'Asperellaceae', 'Avenaceae', 'Bambusaceae', 'Cenchrinaceae', 'Chaeturaceae', 'Chloridaceae', 'Coleanthaceae', 'Cynodontaceae', 'Cynosuraceae', 'Echinariaceae', 'Ehrhartaceae', 'Eragrostidaceae', 'Festucaceae', 'Glyceriaceae', 'Gramineae', 'Hordeaceae', 'Lepturaceae', 'Miliaceae', 'Ophiuraceae', 'Oryzaceae', 'Panicaceae', 'Pappophoraceae', 'Parianaceae', 'Paspalaceae', 'Phalaridaceae', 'Pharaceae', 'Sporobolaceae', 'Stipaceae', 'Streptochaetaceae', 'Triticaceae', 'Zoysiaceae']","['ncbi:4479', 'worms:234036', 'gbif:3073', 'irmng:114385']",Poaceae
True,False,Nana,ICZN,0.75,nan,['sibling_higher'],False,False,Tritia,162242,genus,ott3.6draft1,"['Amycla', 'Amyclina', 'Cencus', 'Cryptonassarius', 'Cyclocyrtia', 'Cyclonassa', 'Cyclope', 'Cyclops', 'Fackia', 'Gussonea', 'Hima', 'Hinia', 'Ilyanassa', 'Mirua', 'Nana', 'Nanina', 'Nannia', 'Naytiopsis', 'Neritula', 'Panormella', 'Parcanassa', 'Proneritula', 'Sphaeronassa', 'Tarazeuxis', 'Telasco', 'Tritonella', 'Utiza', 'Uzita']","['worms:246140', 'ncbi:1912890', 'gbif:3243475', 'gbif:4368236', 'irmng:1450419', 'irmng:1369417', 'irmng:1204732']",Tritia
True,False,Nat,ICZN,0.6666666865348816,nan,"['hidden', 'barren', 'sibling_higher']",True,True,Nat,4616842,genus,ott3.6draft1,[],['irmng:1271313'],Nat
False,False,Triticum aestivum,ICN,1.0,triticum aestivum,[],False,False,Triticum aestivum,31926,species,ott3.6draft1,"['Triticum aestivum subsp. aestivum', 'Triticum aestivum vulgare', 'Triticum amplissimum', 'Triticum aristatum', 'Triticum aristatum aestivum', 'Triticum cereale aestivum', 'Triticum estivum', 'Triticum hybernum', 'Triticum macha', 'Triticum sativum', 'Triticum sativum aestivum', 'Triticum sativum sinense', 'Triticum sativum vulgare', 'Triticum sphaerococcum', 'Triticum touzelle', 'Triticum vulgare', 'Triticum vulgare aestivum', 'Triticum vulgare aristatum', 'Triticum vulgare sativum']","['ncbi:4565', 'gbif:7541363', 'gbif:7795888', 'irmng:11133543']",Triticum aestivum
False,False,Papaver,ICN,1.0,papaver,[],False,False,Papaver,438123,genus,ott3.6draft1,[],"['ncbi:3468', 'gbif:2888431', 'irmng:1019682']",Papaver
False,False,Euphorbia,ICN,1.0,euphorbia,[],False,False,Euphorbia,109494,genus,ott3.6draft1,"['Ademo', 'Adenopetalum', 'Adenorima', 'Aemaralmeida', 'Agaloma', 'Aklema', 'Alectoroctonum', 'Allobia', 'Anisophyllum', 'Anthacantha', 'Aplarina', 'Arthrothamnus', 'Athymalus', 'Bojeria', 'Ceraselma', 'Chamaesyce', 'Characias', 'Chylogala', 'Crepidaria', 'Ctenadena', 'Cubanthus', 'Cyathophora', 'Cystidospermum', 'Dactylanthes', 'Dematra', 'Desmonema', 'Diadenaria', 'Dichrophyllum', 'Dichylium', 'Diplocyathium', 'Ditrita', 'Ditritea', 'Ditritra', 'Elaeophorbia', 'Endadenium', 'Endoisila', 'Epurga', 'Esula', 'Euforbia', 'Eumecanthus', 'Euphorbi', 'Euphorbiastrum', 'Euphorbiodendron', 'Euphorbion', 'Euphorbiopsis', 'Euphorbium', 'Galarhoeus', 'Galorhoeus', 'Hexadenia', 'Kanopikon', 'Keraselma', 'Kobiosis', 'Lacanthis', 'Lathyris', 'Lepadena', 'Leptopus', 'Lophobios', 'Lortia', 'Lyciopsis', 'Medusea', 'Monadenium', 'Murtekias', 'Nisomenes', 'Ossifraga', 'Peccana', 'Pedilanthus', 'Petalandra', 'Pleuradena', 'Poinsettia', 'Pythius', 'Sclerocyathium', 'Stenadenium', 'Sterigmanthe', 'Synadenium', 'Tirucalia', 'Tirucallia', 'Tithymalodes', 'Tithymaloides', 'Tithymalopsis', 'Tithymalus', 'Torfasadis', 'Torfasidis', 'Treisia', 'Tricherostigma', 'Trichosterigma', 'Tumalis', 'Vallaris', 'Ventenatia', 'Xamesike', 'Zalitea', 'Zygophyllidium']","['ncbi:3990', 'worms:246823', 'gbif:3063749', 'irmng:1323584', 'irmng:1075345', 'irmng:1081289', 'irmng:1078727', 'irmng:1339378', 'irmng:1275700', 'irmng:1099829']",Euphorbia
