Inventaire FRIBG,is_approximate_match,is_synonym,matched_name,nomenclature_code,score,search_string,taxon.flags,taxon.is_suppressed,taxon.is_suppressed_from_synth,taxon.name,taxon.ott_id,taxon.rank,taxon.source,taxon.synonyms,taxon.tax_sources,taxon.unique_name,_merge,ott_id,organism_otol_kingdom,organism_otol_phylum,organism_otol_class,organism_otol_order,organism_otol_family,organism_otol_genus,organism_otol_species,organism_otol_unique_name,organism_otol_kingdom_ott_id_ott_id,organism_otol_phylum_ott_id,organism_otol_class_ott_id,organism_otol_order_ott_id,organism_otol_family_ott_id,organism_otol_genus_ott_id,organism_otol_species_ott_id,flags,rank
potamogeton alpinus,False,False,Potamogeton alpinus,ICN,1.0,potamogeton alpinus,[],False,False,Potamogeton alpinus,123038.0,species,ott3.3draft1,"['Potamogeton alpinus alpinus', 'Potamogeton alpinus lacustris', 'Potamogeton alpinus spathulatus', 'Potamogeton caspargi', 'Potamogeton microstachys', 'Potamogeton obtusus', 'Potamogeton obtusus alpinus', 'Potamogeton purpurascens', 'Potamogeton rufescens alpinus', 'Potamogeton rufescens angustifolius', 'Potamogeton rufescens palustris', 'Potamogeton rufescens spathulatus']","['ncbi:246694', 'worms:593117', 'gbif:5301175', 'irmng:11270959']",Potamogeton alpinus,both,123038,Archaeplastida,Streptophyta,Magnoliopsida,Alismatales,Potamogetonaceae,Potamogeton,,Potamogeton alpinus,5268475,916750,99252,399481,399477,1048840,,[],species
potamogeton gramineus,False,False,Potamogeton gramineus,ICN,1.0,potamogeton gramineus,[],False,False,Potamogeton gramineus,242991.0,species,ott3.3draft1,"['Potamogeton argutulus', 'Potamogeton argutulus puyensis', 'Potamogeton augustani', 'Potamogeton augustanus', 'Potamogeton biformoides', 'Potamogeton borealis', 'Potamogeton crassipes', 'Potamogeton delicatulus', 'Potamogeton distachyus', 'Potamogeton falcatus', 'Potamogeton filiformis', 'Potamogeton gracilis', 'Potamogeton gramineus gramineus', 'Potamogeton gramineus graminifolius', 'Potamogeton gramineus heterophyllus', 'Potamogeton gramineus lacustris', 'Potamogeton gramineus longipedunculatus', 'Potamogeton gramineus maximus', 'Potamogeton gramineus minimus', 'Potamogeton gramineus myriophyllus', 'Potamogeton gramineus parvifolius', 'Potamogeton gramineus riparius', 'Potamogeton gramineus stagnalis', 'Potamogeton gramineus terrestris', 'Potamogeton gramineus typicus', 'Potamogeton gramineus wolfgangii', 'Potamogeton graminifolius', 'Potamogeton heterophyllus', 'Potamogeton heterophyllus elongatus', 'Potamogeton heterophyllus foliosus', 'Potamogeton heterophyllus gramineus', 'Potamogeton heterophyllus graminifolius', 'Potamogeton heterophyllus latifolius', 'Potamogeton heterophyllus longipedunculatus', 'Potamogeton heterophyllus major', 'Potamogeton heterophyllus maximus', 'Potamogeton heterophyllus minimus', 'Potamogeton heterophyllus myriophyllus', 'Potamogeton heterophyllus paucifolius', 'Potamogeton heterophyllus terrestris', 'Potamogeton hybridus', 'Potamogeton lanceolatus', 'Potamogeton lanciformis', 'Potamogeton latifolius', 'Potamogeton lonchites', 'Potamogeton longipedunculatus', 'Potamogeton oblongifolius', 'Potamogeton palustris', 'Potamogeton paucifolius', 'Potamogeton proteus heterophyllus', 'Potamogeton seemenii', 'Potamogeton spathiformis', 'Potamogeton varians', 'Potamogeton zizii elongatus', 'Spirillus heterophyllus', 'Spirillus lonchites']","['ncbi:55319', 'worms:715987', 'gbif:5301183', 'irmng:10892267']",Potamogeton gramineus,both,242991,Archaeplastida,Streptophyta,Magnoliopsida,Alismatales,Potamogetonaceae,Potamogeton,,Potamogeton gramineus,5268475,916750,99252,399481,399477,1048840,,[],species
potentilla alba,False,False,Potentilla alba,ICN,1.0,potentilla alba,['incertae_sedis_inherited'],False,False,Potentilla alba,305286.0,species,ott3.3draft1,"['Dasiphora alba', 'Fragaria alba', 'Fragariastrum album', 'Potentilla alba obovata', 'Potentilla cordata', 'Potentilla nitida', 'Trichothalamus albus']","['ncbi:654612', 'gbif:5367987', 'irmng:10419679', 'irmng:10738180', 'irmng:11082841', 'irmng:10183604']",Potentilla alba,both,305286,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla alba,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
potentilla alchemilloides,False,False,Potentilla alchemilloides,ICN,1.0,potentilla alchemilloides,['incertae_sedis_inherited'],False,False,Potentilla alchemilloides,347817.0,species,ott3.3draft1,[],"['ncbi:637896', 'irmng:11075639']",Potentilla alchemilloides,both,347817,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla alchemilloides,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
potentilla anserina,False,False,Potentilla anserina,ICN,1.0,potentilla anserina,['incertae_sedis_inherited'],False,False,Potentilla anserina,328270.0,species,ott3.3draft1,"['Argentina anserina', 'Argentina anserina subsp. anserina', 'Argentina argentea', 'Argentina vulgaris', 'Fragaria anserina', 'Potentilla argentina', 'Potentilla egedii', 'Potentilla yukonensis']","['ncbi:57926', 'worms:535789', 'gbif:5367246', 'irmng:10186927']",Potentilla anserina,both,328270,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla anserina,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
potentilla argentea,False,False,Potentilla argentea,ICN,1.0,potentilla argentea,['incertae_sedis_inherited'],False,False,Potentilla argentea,355267.0,species,ott3.3draft1,"['Argentina argentea', 'Fragaria argentea', 'Hypargyrium argentatum', 'Hypargyrium argenteum', 'Hypargyrium canum', 'Hypargyrium confine', 'Hypargyrium decumbens', 'Hypargyrium demissum', 'Hypargyrium tenuilobum', 'Pentaphyllum argenteum', 'Potentilla absinthifolia', 'Potentilla acaulis cinerea', 'Potentilla acutifida', 'Potentilla albipellis', 'Potentilla albovillosa', 'Potentilla argentata', 'Potentilla argentea acutifida', 'Potentilla argentea argentata', 'Potentilla argentea decora', 'Potentilla argentea decumbens', 'Potentilla argentea demissa', 'Potentilla argentea dissecta', 'Potentilla argentea grandiceps', 'Potentilla argentea macrotoma', 'Potentilla argentea pseudocalabra', 'Potentilla argentea tenuiloba', 'Potentilla cana', 'Potentilla candicans', 'Potentilla canescens cana', 'Potentilla cinerea', 'Potentilla collina tenerrima', 'Potentilla confinis', 'Potentilla decora', 'Potentilla decumbens', 'Potentilla demissa', 'Potentilla dissecta', 'Potentilla grandiceps', 'Potentilla impolita acutifida', 'Potentilla impolita dissecta', 'Potentilla impolita magyarica', 'Potentilla impolita pseudocalabra', 'Potentilla impolita tenerrima', 'Potentilla incanescens', 'Potentilla leucochroa', 'Potentilla macrotoma', 'Potentilla magyarica', 'Potentilla minuta', 'Potentilla neglecta', 'Potentilla neglecta dissecta', 'Potentilla neglecta pseudocalabra', 'Potentilla pseudocalabra', 'Potentilla semiloba', 'Potentilla septemsecta', 'Potentilla superlata', 'Potentilla supralata', 'Potentilla tenerrima', 'Potentilla tenuiloba', 'Potentilla tephrodes', 'Potentilla tomentosa', 'Potentilla ucranica', 'Potentilla varia', 'Potentilla wallrothii', 'Potentilla wislicenii']","['ncbi:654633', 'gbif:8011540', 'irmng:11386186', 'irmng:10909001', 'irmng:11307026', 'irmng:10855065', 'irmng:10189697', 'irmng:10182214', 'irmng:10180044', 'irmng:10183020', 'irmng:10184930', 'irmng:10186922', 'irmng:10186801', 'irmng:10189442', 'irmng:10189441', 'irmng:11194898', 'irmng:10192197', 'irmng:10897291', 'irmng:10765536', 'irmng:10184261', 'irmng:11176180', 'irmng:11359511', 'irmng:10184443', 'irmng:10186424', 'irmng:10186795', 'irmng:11164080', 'irmng:10188089', 'irmng:11402882']",Potentilla argentea,both,355267,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla argentea,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
potentilla aurea,False,False,Potentilla aurea,ICN,1.0,potentilla aurea,['incertae_sedis_inherited'],False,False,Potentilla aurea,867178.0,species,ott3.3draft1,['Potentilla intermedia'],"['ncbi:581249', 'gbif:5365496', 'irmng:10458228']",Potentilla aurea,both,867178,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla aurea,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
potentilla caulescens,False,False,Potentilla caulescens,ICN,1.0,potentilla caulescens,['incertae_sedis_inherited'],False,False,Potentilla caulescens,347815.0,species,ott3.3draft1,"['Potentilla alba', 'Potentilla caulescens anadena', 'Potentilla nebrodensis']","['ncbi:637897', 'gbif:5367397', 'irmng:10176953']",Potentilla caulescens,both,347815,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla caulescens,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
potentilla grammopetala,False,False,Potentilla grammopetala,ICN,1.0,potentilla grammopetala,['incertae_sedis_inherited'],False,False,Potentilla grammopetala,206833.0,species,ott3.3draft1,"['Fragariastrum grammopetalum', 'Potentilla fantolii', 'Potentilla fontolii']","['ncbi:655808', 'gbif:5367985', 'irmng:11421565', 'irmng:11326549']",Potentilla grammopetala,both,206833,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla grammopetala,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
potentilla inclinata,False,False,Potentilla inclinata,ICN,1.0,potentilla inclinata,['incertae_sedis_inherited'],False,False,Potentilla inclinata,1054709.0,species,ott3.3draft1,"['Potentilla adscendens', 'Potentilla argentea impolita', 'Potentilla argentea inclinata', 'Potentilla arthuriana', 'Potentilla ascendens', 'Potentilla assurgens inclinata', 'Potentilla baumgarteniana', 'Potentilla bohemica', 'Potentilla canescens', 'Potentilla canescens incisoserrata', 'Potentilla canescens laciniosa', 'Potentilla curvidens', 'Potentilla dichtliana', 'Potentilla fissidens', 'Potentilla hoelzlii', 'Potentilla hungarica', 'Potentilla husztensis', 'Potentilla impolita', 'Potentilla inclinata incisoserrata', 'Potentilla inclinata laciniosa', 'Potentilla inclinata leopoliensis', 'Potentilla intermedia canescens', 'Potentilla intermedia inclinata', 'Potentilla leopoliensis', 'Potentilla loddigesii', 'Potentilla megalodonton', 'Potentilla patula baumgarteniana', 'Potentilla patula sadleri', 'Potentilla pletvarensis', 'Potentilla podolica', 'Potentilla polyodonta', 'Potentilla sadleri', 'Potentilla subrecta', 'Potentilla szalatnyensis', 'Potentilla uechtritzii', 'Potentilla vinosa', 'Potentilla xinclinata']","['ncbi:516013', 'gbif:5365888', 'irmng:11010814', 'irmng:10909005', 'irmng:10962999', 'irmng:10998563', 'irmng:10456549', 'irmng:10186515', 'irmng:10764392', 'irmng:10183022', 'irmng:10184931', 'irmng:10183598', 'irmng:10962305', 'irmng:10913649', 'irmng:10797415', 'irmng:10187214', 'irmng:11414731', 'irmng:10188330', 'irmng:11164849', 'irmng:10189486', 'irmng:10189488', 'irmng:10429722', 'irmng:10182491']",Potentilla inclinata,both,1054709,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla inclinata,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
potentilla micrantha,False,False,Potentilla micrantha,ICN,1.0,potentilla micrantha,['incertae_sedis_inherited'],False,False,Potentilla micrantha,176695.0,species,ott3.3draft1,"['Fraga sterilis parviflora', 'Fragaria breviscapa', 'Fragaria micrantha', 'Fragaria recurva', 'Fragariastrum micranthum', 'Potentilla breviscapa', 'Potentilla fragaria', 'Potentilla fragariastrum micrantha', 'Potentilla micrantha breviscapa', 'Potentilla parviflora', 'Potentilla parviflora tinei']","['ncbi:57941', 'gbif:5367683', 'irmng:10187839', 'irmng:11079859', 'irmng:10188036', 'irmng:10762301']",Potentilla micrantha,both,176695,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla micrantha,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
potentilla multifida,False,False,Potentilla multifida,ICN,1.0,potentilla multifida,['incertae_sedis_inherited'],False,False,Potentilla multifida,493033.0,species,ott3.3draft1,['Potentilla lapponica'],"['ncbi:210859', 'gbif:8416400', 'irmng:10186959']",Potentilla multifida,both,493033,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla multifida,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
potentilla nivea,False,False,Potentilla nivea,ICN,1.0,potentilla nivea,['incertae_sedis_inherited'],False,False,Potentilla nivea,176697.0,species,ott3.3draft1,"['Fragaria nivea', 'Potentilla crebridens hemicryophila', 'Potentilla dryophylla', 'Potentilla fissuralis', 'Potentilla fragariifolia', 'Potentilla jamesoniana', 'Potentilla jezoensis', 'Potentilla matsuokana', 'Potentilla matsuokana hemicryophila', 'Potentilla micrantha', 'Potentilla mischkinii', 'Potentilla nipharga', 'Potentilla nivea camtschatica', 'Potentilla nivea ciscaspica', 'Potentilla nivea fallax', 'Potentilla nivea floccosa', 'Potentilla nivea kusnezowii', 'Potentilla nivea mischkinii', 'Potentilla nivea nipharga', 'Potentilla nivea nivea', 'Potentilla nivea polyphylla', 'Potentilla nivea tomentosa', 'Potentilla nivea vulgaris', 'Potentilla prostrata', 'Potentilla prostrata floccosa', 'Potentilla prostrata prostrata', 'Potentilla xsubquinata']","['ncbi:57942', 'gbif:5366510', 'irmng:11217001', 'irmng:11095820', 'irmng:10188051', 'irmng:10856747', 'irmng:10186492', 'irmng:10180768', 'irmng:10886056', 'irmng:10182799']",Potentilla nivea,both,176697,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla nivea,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
potentilla palustris,False,True,Potentilla palustris,ICN,1.0,potentilla palustris,[],False,False,Comarum palustre,902637.0,species,ott3.3draft1,"['Argentina rubra', 'Comarium palustre', 'Comarum angustifolium', 'Comarum arcticum', 'Comarum digitatum', 'Comarum palustre albidum', 'Comarum palustre ambifaria', 'Comarum palustre angustifolium', 'Comarum palustre arcticum', 'Comarum palustre glutinosum', 'Comarum palustre stipulaceum', 'Comarum rubrum', 'Fragaria palustris', 'Fragaria pinnatifolia', 'Pancovia angustifolia', 'Pancovia digitata', 'Pancovia palustris', 'Potentilla angustifolia', 'Potentilla comariformis', 'Potentilla comarum', 'Potentilla palustris', 'Potentilla palustris palustris', 'Potentilla palustris parvifolia', 'Potentilla palustris remotifolia', 'Potentilla palustris stipulacea', 'Potentilla palustris subdigitata', 'Potentilla palustris villosa', 'Potentilla rubra']","['ncbi:57932', 'gbif:3020532', 'irmng:10183834', 'irmng:10764677', 'irmng:10183354']",Comarum palustre,both,902637,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Comarum,,Comarum palustre,5268475,916750,99252,208031,208036,559839,,[],species
potentilla recta,False,False,Potentilla recta,ICN,1.0,potentilla recta,['incertae_sedis_inherited'],False,False,Potentilla recta,768212.0,species,ott3.3draft1,"['Potentilla adriatica', 'Potentilla cardiopetala', 'Potentilla crassa', 'Potentilla fallacina', 'Potentilla herbichii', 'Potentilla hirta', 'Potentilla hirta divaricata', 'Potentilla hirta lacunosa', 'Potentilla hirta pilosa', 'Potentilla laeta', 'Potentilla leucotricha', 'Potentilla obscura', 'Potentilla pilosa', 'Potentilla recta divaricata', 'Potentilla recta obscura', 'Potentilla recta pilosa', 'Potentilla recta warrensii', 'Potentilla semilaciniosa', 'Potentilla sulfurea', 'Potentilla transcaspia', 'Potentilla velenovskyi']","['ncbi:538583', 'gbif:5367294', 'irmng:10189143', 'irmng:10184811', 'irmng:10181809']",Potentilla recta,both,768212,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla recta,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
potentilla sterilis,False,False,Potentilla sterilis,ICN,1.0,potentilla sterilis,['incertae_sedis_inherited'],False,False,Potentilla sterilis,980110.0,species,ott3.3draft1,"['Comarum fragarioides', 'Dactylophyllum fragariastrum', 'Fraga sterilis', 'Fragaria praecox', 'Fragaria sterilis', 'Fragariastrum sterile', 'Potentilla emarginata', 'Potentilla fragaria', 'Potentilla fragariastrum', 'Potentilla fragariifolia', 'Potentilla fragarioides', 'Potentilla gunneri', 'Potentilla prostrata', 'Potentilla sicca', 'Potentilla sterilis fragariastrum', 'Potentilla villosa', 'Tormentilla fragaroides', 'Tormentilla obovatifolia']","['ncbi:644184', 'gbif:5366922', 'irmng:10448553', 'irmng:10764937', 'irmng:10184380', 'irmng:11000863', 'irmng:10186681', 'irmng:10931396']",Potentilla sterilis,both,980110,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla sterilis,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
prenanthes purpurea,False,False,Prenanthes purpurea,ICN,1.0,prenanthes purpurea,[],False,False,Prenanthes purpurea,475563.0,species,ott3.3draft1,"['Chondrilla purpurea', 'Chondrilla tenuifolia', 'Hieracium prenanthes', 'Hylethale purpurea', 'Prenanthes amplexicaulis', 'Prenanthes purpurea angustifolia', 'Prenanthes purpurea corsica', 'Prenanthes purpurea intermedia', 'Prenanthes purpurea purpurea', 'Prenanthes purpurea querciformis', 'Prenanthes purpurea tenuifolia', 'Prenanthes schlosseri', 'Prenanthes tenuifolia', 'Prenanthes transsilvanica', 'Prenanthes wolfiana']","['ncbi:43204', 'gbif:3090783']",Prenanthes purpurea,both,475563,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Prenanthes,,Prenanthes purpurea,5268475,916750,99252,1042120,46248,475557,,[],species
primula clusiana,False,False,Primula clusiana,ICN,1.0,primula clusiana,[],False,False,Primula clusiana,282986.0,species,ott3.3draft1,"['Auricula-ursi clusiana', 'Primula clusii']","['ncbi:159004', 'gbif:5414320']",Primula clusiana,both,282986,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Primula,,Primula clusiana,5268475,916750,99252,648892,47346,545827,,[],species
primula elatior,False,False,Primula elatior,ICN,1.0,primula elatior,[],False,False,Primula elatior,333834.0,species,ott3.3draft1,[],"['ncbi:175059', 'gbif:5414326', 'irmng:10594336']",Primula elatior,both,333834,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Primula,,Primula elatior,5268475,916750,99252,648892,47346,545827,,[],species
primula hirsuta,False,False,Primula hirsuta,ICN,1.0,primula hirsuta,[],False,False,Primula hirsuta,60773.0,species,ott3.3draft1,"['Primula decipiens', 'Primula hirsuta alpina', 'Primula hirsuta pyrenaica', 'Primula viscosa alpina', 'Primula viscosa pyrenaica']","['ncbi:184183', 'gbif:8297072']",Primula hirsuta,both,60773,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Primula,,Primula hirsuta,5268475,916750,99252,648892,47346,545827,,[],species
primula latifolia,False,False,Primula latifolia,ICN,1.0,primula latifolia,[],False,False,Primula latifolia,68101.0,species,ott3.3draft1,[],"['ncbi:152139', 'gbif:7848152']",Primula latifolia,both,68101,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Primula,,Primula latifolia,5268475,916750,99252,648892,47346,545827,,[],species
primula veris,False,False,Primula veris,ICN,1.0,primula veris,[],False,False,Primula veris,596319.0,species,ott3.3draft1,"['Primula cordifolia', 'Primula montana', 'Primula officinalis']","['ncbi:170927', 'worms:425914', 'gbif:8377689', 'irmng:10764508']",Primula veris,both,596319,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Primula,,Primula veris,5268475,916750,99252,648892,47346,545827,,[],species
primula wulfeniana,False,False,Primula wulfeniana,ICN,1.0,primula wulfeniana,[],False,False,Primula wulfeniana,581789.0,species,ott3.3draft1,[],"['ncbi:184190', 'gbif:7290695']",Primula wulfeniana,both,581789,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Primula,,Primula wulfeniana,5268475,916750,99252,648892,47346,545827,,[],species
prunella grandiflora,False,False,Prunella grandiflora,ICN,1.0,prunella grandiflora,[],False,False,Prunella grandiflora,305927.0,species,ott3.3draft1,"['Prunella alpina', 'Prunella grandiflora alpina', 'Prunella grandiflora hastifolia', 'Prunella grandiflora incisa', 'Prunella grandiflora nana', 'Prunella grandiflora pyrenaica', 'Prunella hastata', 'Prunella hastifolia', 'Prunella pyrenaica', 'Prunella speciosa', 'Prunella tournefortii', 'Prunella transsilvanica', 'Prunella vulgaris grandiflora', 'Prunella vulgaris hastifolia']","['ncbi:39356', 'gbif:7666664']",Prunella grandiflora,both,305927,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,,Prunella grandiflora,5268475,916750,99252,23736,544714,314693,,[],species
