idTaxon,matched_name,fuzzy_match_score
Saxifraga irrigua M. Bieb.,Saxifraga irrigua,95
Saxifraga hypnoides L.,Saxifraga hypnoides,95
Saxifraga hostii subsp. rhaetica (A. Kern.) Braun-Blanq.,Saxifraga hostii,90
Saxifraga hostii Tausch subsp. hostii,Saxifraga hostii,90
Saxifraga hostii Tausch,Saxifraga hostii,95
Saxifraga hirsuta subsp. paucicrenata,Saxifraga hirsuta,90
Saxifraga hirsuta L.,Saxifraga hirsuta,95
Saxifraga hirculus L.,Saxifraga hirculus,95
Saxifraga granulata L.,Saxifraga granulata,95
Saxifraga geranioides L.,Saxifraga geranioides,95
Saxifraga fragosoi Sennen,Saxifraga caesia,86
Saxifraga fortunei Hook.,Saxifraga fortunei,95
Saxifraga foliolosa,Saxifraga callosa,83
Saxifraga ferdinandi-coburgii Kellerer et SÃ¼nd.,Saxifraga ferdinandi-coburgi,90
Saxifraga exarata subsp. moschata (Wulfen) Cavill.,Saxifraga exarata,90
Saxifraga exarata subsp. carniolica (Huter) Jalas,Saxifraga exarata,90
Saxifraga exarata Vill. subsp. exarata,Saxifraga exarata,90
Saxifraga cymbalaria L.,Saxifraga cymbalaria,95
Saxifraga cuneifolia L.,Saxifraga cuneifolia,95
Saxifraga cuneata Willd.,Saxifraga cuneata,95
Saxifraga crustata Vest,Saxifraga crustata,95
Saxifraga cotyledon L.,Saxifraga cotyledon,95
Saxifraga cochlearis Reichb. fo. minor,Saxifraga cochlearis,90
Saxifraga cochlearis Reichb.,Saxifraga cochlearis,95
Saxifraga charadzeae Otsch.,Saxifraga charadzeae,95
Saxifraga cebennensis Rouy et E.G. Camus,Saxifraga cebennensis,90
Saxifraga canaliculata Engl.,Saxifraga canaliculata,95
Saxifraga callosa Sm. subsp. callosa,Saxifraga callosa,90
Saxifraga caesia L.,Saxifraga caesia,95
Saxifraga bryoides L.,Saxifraga hypnoides,82
Saxifraga aretioides Lapeyr.,Saxifraga aretioides,95
Saxifraga aquatica Lapeyr.,Saxifraga aquatica,95
Saxifraga aizoides L.,Saxifraga aizoides,95
Saussurea discolor (Willd.) DC.,Saussurea discolor,90
Saussurea alpina subsp. depressa (Gren.) Nyman,Saussurea alpina,90
Sauromatum guttatum Schott.,Sauromatum guttatum,95
Satyrium welwitschii Rchb.f.,Satyrium welwitschii,95
Satyrium sp.,Satyrium,95
Satyrium ligulatum Lindl.,Satyrium ligulatum,95
Satureja montana L. subsp. montana,Satureja montana,90
Satureja montana L. s.l.,Satureja montana,95
Satureja hortensis L.,Satureja hortensis,95
Saruma henryi Oliv.,Saruma henryi,95
Sarracenia x stevensii Mast.,Sarracenia alata,86
Sarracenia purpurea L.,Sarracenia purpurea,95
Sarracenia minor Walter var. okefenokeensis,Sarracenia minor,90
Sarracenia leucophylla Raf.,Sarracenia leucophylla,95
Sarracenia alata (Alph. Wood) Alph. Wood,Sarracenia alata,90
Sarcococca confusa Sealy,Sarcococca confusa,95
Saponaria pumilio Boiss.,Saponaria pumilio,95
Saponaria pumila Janch.,Saponaria pumila,95
Saponaria officinalis L.,Saponaria officinalis,95
Saponaria ocymoides L.,Saponaria ocymoides,95
Saponaria lutea L.,Saponaria lutea,95
Saponaria caespitosa DC.,Saponaria caespitosa,95
Sanvitalia procumbens Lam.,Sanvitalia procumbens,95
Santolina chamaecyparissus L.,Santolina chamaecyparissus,96
Sansevieria trifasciata Prain 'Laurentii',Sansevieria trifasciata,90
Sansevieria trifasciata Prain 'Hahnii',Sansevieria trifasciata,90
Sansevieria trifasciata Prain,Sansevieria trifasciata,95
Sansevieria stuckyi Godef.,Sansevieria stuckyi,95
Sansevieria longifolia Sims.,Mentha longifolia,86
Sansevieria erythraeae Mattei,Sansevieria erythraeae,95
Sansevieria cylindrica Bojer,Sansevieria cylindrica,95
Sanicula europaea L.,Sanicula europaea,95
Sanguisorba officinalis L.,Sanguisorba officinalis,96
Sanguisorba minor subsp. polygama (Waldst. et Kit.) Cout.,Sanguisorba minor,90
Sanguisorba minor Scop. subsp. minor,Sanguisorba minor,90
Sanguinaria canadensis L.,Sanguinaria canadensis,96
Sanchezia parvibracteata Sprague et Hutchins. 'Variegata',Sanchezia parvibracteata,90
Sambucus nigra L. 'Haschberg',Sambucus nigra,90
Sambucus nigra L. ' Alba',Sambucus nigra,90
Sambucus nigra L.,Sambucus nigra,95
Sambucus ebulus L.,Sambucus ebulus,95
Salvinia auriculata Aubl.,Salvinia auriculata,95
Salvia x superba Stapf,Salvia nutans,86
Salvia viscosa Jacq.,Salvia viscosa,95
Salvia viridis L.,Salvia viridis,95
Salvia verticillata L.,Salvia verticillata,95
Salvia verbenaca L.,Salvia verbenaca,95
Salvia uliginosa Benth.,Salvia uliginosa,95
Salvia tiliifolia Vahl,Salvia tiliifolia,95
Salvia texana (Scheele) Torr.,Salvia texana,90
Salvia taraxacifolia Coss. et Balansa,Salvia taraxacifolia,90
Salvia subpalmatinervis E. Peter,Salvia subpalmatinervis,95
Salvia stenophylla Benth.,Salvia stenophylla,95
Salvia splendens Etl.,Salvia nutans,86
Salvia spinosa L.,Salvia inonsa,83
Salvia sclarea L.,Salvia sclarea,95
Salvia scabra L. f.,Salvia scabra,95
Salvia scabiosifolia Lam.,Salvia aethiopis,86
Salvia sagittata Ruiz et Pav.,Salvia sagittata,90
Salvia rypara Briq. s.l.,Salvia rypara,90
Salvia rutilans CarriÃ¨re,Salvia rutilans,90
Salvia reptans Jacq.,Salvia reptans,95
Salvia radula Benth.,Salvia radula,95
Salvia przewalskii Maxim.,Salvia przewalskii,95
Salvia pratensis L.,Salvia pratensis,95
Salvia patens Cav.,Salvia patens,95
Salvia palaestina,Salvia nana,86
Salvia oppositiflora Ruiz et Pav.,Salvia oppositiflora,90
"Salvia officinalis subsp. oxyodon (Webb & Heldr.) Reales, D. Rivera & ObÃ³n",Salvia officinalis,90
Salvia officinalis subsp. major Gams,Salvia officinalis,90
Salvia officinalis L. 'Tricolor',Salvia officinalis,90
Salvia officinalis L. 'Purpurascens',Salvia officinalis,90
Salvia officinalis L. 'Icterina',Salvia officinalis,90
Salvia officinalis L.,Salvia officinalis,95
Salvia nutans L.,Salvia nutans,95
Salvia nubicola Sweet.,Salvia nubicola,95
Salvia nilotica Jacq.,Salvia nilotica,95
Salvia nana Kunth.,Salvia nana,90
Salvia namaensis Schinz,Salvia namaensis,95
Salvia miniata Fernald,Salvia miniata,90
Salvia miltiorrhiza Bunge,Salvia miltiorrhiza,95
Salvia merjamie Forssk.,Salvia merjamie,95
Salvia mellifera Greene,Salvia nutans,86
Salvia lycioides A. Gray,Salvia lycioides,90
Salvia leucophylla,Salvia eigii,86
Salvia leucantha Cav.,Salvia leucantha,95
Salvia lavandulifolia Vahl,Salvia lavandulifolia,95
Salvia lanceolata Lam.,Salvia lanceolata,95
Salvia judaica Boiss.,Salvia nutans,86
Salvia involucrata Cav.,Salvia involucrata,95
Salvia interrupta Schousb.,Salvia interrupta,95
Salvia indica L.,Salvia indica,95
Salvia ianthina Otto et A. Dietr.,Salvia ianthina,90
Salvia hispanica L.,Salvia hispanica,95
Salvia hierosolymitana Boiss.,Salvia hierosolymitana,95
Salvia heerii Regel,Salvia heerii,95
Salvia greggii x microphylla,Salvia greggii,90
Salvia glutinosa L.,Salvia glutinosa,95
Salvia fruticosa Mill.,Salvia fruticosa,95
Salvia forskaohlei L.,Salvia forskaohlei,95
Salvia farinacea Benth.,Salvia farinacea,95
Salvia dumetorum Besser,Salvia dumetorum,95
Salvia dorisiana Standl.,Salvia dorisiana,95
Salvia dominica L.,Salvia dominica,95
Salvia divinorum Epling et Jativa,Salvia divinorum,90
Salvia disermas L.,Salvia disermas,95
Salvia discolor Kunth,Salvia discolor,95
Salvia deserta Schangin,Salvia deserta,90
Salvia darcyi Compton,Salvia darcyi,90
Salvia corrugata Vahl,Salvia corrugata,95
Salvia confertiflora Pohl,Salvia confertiflora,95
Salvia coccinea Etl.,Salvia coccinea,95
Salvia clevelandii (A. Gray) Greene,Salvia clevelandii,90
Salvia chiapensis Fernald,Salvia chiapensis,95
Salvia chamelaeagnea P.J. Bergius,Salvia chamelaeagnea,90
Salvia chamaedryoides Cav. var. isochroma,Salvia aethiopis,86
Salvia canescens var. daghestanica (Sosn.) Menitsky,Salvia canescens,90
Salvia candelabrum Boiss.,Salvia candelabrum,95
Salvia canariensis L.,Salvia canariensis,95
Salvia cacaliifolia Benth.,Salvia cacaliifolia,95
Salvia bulleyana Diels,Salvia bulleyana,95
Salvia broussonetii Benth.,Salvia broussonetii,95
Salvia austriaca Jacq.,Salvia austriaca,95
Salvia atropatana Bunge,Salvia nutans,86
Salvia atrocyanea Epling,Salvia atrocyanea,95
Salvia argentea L.,Salvia argentea,95
Salvia apiana Jeps.,Salvia apiana,95
Salvia africana-lutea L.,Salvia africana-lutea,95
Salvia aethiopis L.,Salvia aethiopis,95
Salsola kali subsp. iberica (Sennen et Pau) Rilke,Salsola kali,90
Salix x cotteti Lag. et Kern,Salix alba,86
Salix waldsteiniana Willd.,Salix waldsteiniana,95
