ipen,determination,multiplication,hivernage,protectionHiv1,protectionHiv2,taxonFamille1,taxonControle,taxonBiblio,periodeDeSemis,idTaxon,secteur,matched_name,fuzzy_match_score,Inventaire FRIBG,is_approximate_match,is_synonym,nomenclature_code,score,search_string,taxon.flags,taxon.is_suppressed,taxon.is_suppressed_from_synth,taxon.name,taxon.ott_id,taxon.rank,taxon.source,taxon.synonyms,taxon.tax_sources,taxon.unique_name,_merge
DE 0 FRIBG 20031228,,,,,,Plantaginaceae,,,,Digitalis purpurea L.,M̩dicinal,Digitalis purpurea,95.0,digitalis purpurea,False,False,ICN,1.0,digitalis purpurea,[],False,False,Digitalis purpurea,75205.0,species,ott3.3draft1,"['Digitalis purpurea alba', 'Digitalis purpurea gloxiniiflora', 'Digitalis purpurea gyspergerae']","['ncbi:4164', 'gbif:5414995', 'irmng:10203103']",Digitalis purpurea (species in kingdom Archaeplastida),both
XX 0 FRIBG 10000113,,,,,,Poaceae,,,16,Digitaria sanguinalis (L.) Scop.,Syst̬me 4,Digitaria sanguinalis,95.0,digitaria sanguinalis,False,False,ICN,1.0,digitaria sanguinalis,[],False,False,Digitaria sanguinalis,971465.0,species,ott3.3draft1,"['Asperella digitaria', 'Cynodon praecox', 'Dactilon sanguinale', 'Dactylon sanguinale', 'Digitaria aegyptiaca', 'Digitaria aegyptiaca caucasica', 'Digitaria australis', 'Digitaria caucasica', 'Digitaria ciliaris intercedens', 'Digitaria eriogona', 'Digitaria gracilis', 'Digitaria intermedia', 'Digitaria ischaemum esculenta', 'Digitaria ischaemum praecox', 'Digitaria nealleyi', 'Digitaria nervosa', 'Digitaria panicea', 'Digitaria pectiniformis', 'Digitaria pilosa', 'Digitaria plebeia', 'Digitaria praecox', 'Digitaria sabulosa', 'Digitaria sanguinalis aegyptiaca', 'Digitaria sanguinalis biverticillata', 'Digitaria sanguinalis chlorantha', 'Digitaria sanguinalis composita', 'Digitaria sanguinalis frumentacea', 'Digitaria sanguinalis glabra', 'Digitaria sanguinalis illinoensis', 'Digitaria sanguinalis intercedens', 'Digitaria sanguinalis pakistanica', 'Digitaria sanguinalis parvispicula', 'Digitaria sanguinalis pectiniformis', 'Digitaria sanguinalis rottleriana', 'Digitaria sanguinalis sabulosa', 'Digitaria sanguinalis stewartii', 'Digitaria sanguinalis vulgaris', 'Digitaria sanguinea', 'Digitaria sanguinolenta', 'Digitaria stricta', 'Digitaria tristachya', 'Digitaria vulgaris', 'Leptochloa fascicularis', 'Milium membranaceum', 'Panicum aegyptiacum', 'Panicum aegyptium', 'Panicum ciliatum', 'Panicum eriogonum', 'Panicum fallax', 'Panicum gracile', 'Panicum gussonei', 'Panicum nervosum', 'Panicum rottleri', 'Panicum sanguinale', 'Panicum sanguinale aegyptiacum', 'Panicum sanguinale brevifolium', 'Panicum sanguinale breviglume', 'Panicum sanguinale chloranthum', 'Panicum sanguinale compositum', 'Panicum sanguinale eriogonum', 'Panicum sanguinale esculentum', 'Panicum sanguinale glabrum', 'Panicum sanguinale major', 'Panicum sanguinale parvispicula', 'Panicum sanguinale vulgare', 'Panicum sanguinalis', 'Panicum sanguineum', 'Panicum sanguinolentum', 'Paspalum aegyptiacum', 'Paspalum filiforme', 'Paspalum sanguinale', 'Paspalum sanguinale nanum', 'Sanguinaria nevenarae', 'Syntherisma praecox', 'Syntherisma sanguinale', 'Syntherisma sanguinalis', 'Syntherisma vulgare', 'Syntherisma vulgaris']","['ncbi:121769', 'gbif:5289972', 'irmng:10201713']",Digitaria sanguinalis,both
,,,,,,Asteraceae,,,,Dimorphotheca ecklonis DC.,Syst̬me 1,Dimorphotheca ecklonis,95.0,dimorphotheca ecklonis,False,True,ICN,1.0,dimorphotheca ecklonis,[],False,False,Dimorphotheca spectabilis,7600443.0,species,ott3.3draft1,"['Castalis spectabilis', 'Dimorphotheca ecklonis']",['gbif:5402336'],Dimorphotheca spectabilis,both
XX 0 FRIBG 20080497,,,,,,Droseraceae,,,,Dionaea muscipula J. Ellis,Carnivore,Dionaea muscipula,90.0,dionaea muscipula,False,False,ICN,1.0,dionaea muscipula,[],False,False,Dionaea muscipula,14971.0,species,ott3.3draft1,"['Dionaea corymbosa', 'Dionaea sensitiva', 'Dionaea sessiliflora', 'Dionaea uniflora', 'Drosera corymbosa']","['ncbi:4362', 'gbif:5421410', 'irmng:11196344']",Dionaea muscipula,both
XX 0 FRIBG 10000293,,,,,,Dioscoreaceae,,,,Dioscorea bulbifera L.,Serre 5,Dioscorea bulbifera,95.0,dioscorea bulbifera,False,False,ICN,1.0,dioscorea bulbifera,[],False,False,Dioscorea bulbifera,856715.0,species,ott3.3draft1,"['Dioscorea anthropophagorum', 'Dioscorea bulbifera albotuberosa', 'Dioscorea bulbifera anthropophagorum', 'Dioscorea bulbifera crispata', 'Dioscorea bulbifera domestica', 'Dioscorea bulbifera elongata', 'Dioscorea bulbifera pulchella', 'Dioscorea bulbifera sativa', 'Dioscorea bulbifera suavia', 'Dioscorea bulbifera vera', 'Dioscorea crispata', 'Dioscorea heterophylla', 'Dioscorea hoffa', 'Dioscorea hofika', 'Dioscorea korrorensis', 'Dioscorea latifolia', 'Dioscorea longipetiolata', 'Dioscorea lutea', 'Dioscorea perrieri', 'Dioscorea pulchella', 'Dioscorea rogersii', 'Dioscorea sativa domestica', 'Dioscorea sativa elongata', 'Dioscorea sativa rotunda', 'Dioscorea sativa spontanea', 'Dioscorea tamifolia', 'Dioscorea tenuiflora', 'Dioscorea violacea', 'Helmia bulbifera', 'Polynome bulbifera']","['ncbi:35874', 'gbif:2755489', 'irmng:11035278']",Dioscorea bulbifera,both
XX 0 FRIBG 19730527,,,,,,Dioscoreaceae,,,05 g,Dioscorea sylvatica (Kunth) Eckl.,Serre 1 S-Afr.,Dioscorea sylvatica,90.0,dioscorea sylvatica,False,False,ICN,1.0,dioscorea sylvatica,[],False,False,Dioscorea sylvatica,708847.0,species,ott3.3draft1,"['Dioscorea brevipes', 'Dioscorea hederifolia', 'Dioscorea marlothii', 'Dioscorea montana', 'Dioscorea montana duemmeri', 'Dioscorea montana glauca', 'Dioscorea montana lobata', 'Dioscorea montana paniculata', 'Dioscorea montana sagittata', 'Dioscorea rehmannii', 'Dioscorea sylvatica brevipes', 'Dioscorea sylvatica lydenbergensis', 'Dioscorea sylvatica multiflora', 'Dioscorea sylvatica paniculata', 'Dioscorea sylvatica rehmannii', 'Testudinaria glaucescens', 'Testudinaria montana paniculata', 'Testudinaria multiflora', 'Testudinaria paniculata', 'Testudinaria rehmannii', 'Testudinaria sylvatica', 'Testudinaria sylvatica brevipes', 'Testudinaria sylvatica lydenbergensis', 'Testudinaria sylvatica multiflora', 'Testudinaria sylvatica paniculata', 'Testudinaria sylvatica rehmannii']","['ncbi:50285', 'gbif:2754792']",Dioscorea sylvatica,both
XX 0 FRIBG 19760001,"M̦lders Wolfgang, 1990",,,,,Ebenaceae,,,,Diospyros kaki L. f.,Pl. m̩dit.,Diospyros kaki,95.0,diospyros kaki,False,False,ICN,1.0,diospyros kaki,[],False,False,Diospyros kaki,352883.0,species,ott3.3draft1,"['Diospyros amara', 'Diospyros argyi', 'Diospyros armata sinensis', 'Diospyros bertii', 'Diospyros chinensis', 'Diospyros chinensis publ', 'Diospyros costata', 'Diospyros kaempferi', 'Diospyros kaki aurantium', 'Diospyros kaki costata', 'Diospyros kaki domestica', 'Diospyros kaki elliptica', 'Diospyros kaki macrantha', 'Diospyros kaki mazelii', 'Diospyros kaki sahuti', 'Diospyros kaki silvestris', 'Diospyros lycopersicon', 'Diospyros mazelii', 'Diospyros roxburghii', 'Diospyros schi-tse', 'Diospyros sinensis', 'Diospyros sphenophylla', 'Diospyros trichocarpa', 'Diospyros wieseneri', 'Embryopteris kaki']","['ncbi:35925', 'gbif:3032984', 'irmng:10205417']",Diospyros kaki,both
XX 0 FRIBG 19930355,,,,,,Ebenaceae,,,,Diospyros kaki L. f.,Mur,Diospyros kaki,95.0,diospyros kaki,False,False,ICN,1.0,diospyros kaki,[],False,False,Diospyros kaki,352883.0,species,ott3.3draft1,"['Diospyros amara', 'Diospyros argyi', 'Diospyros armata sinensis', 'Diospyros bertii', 'Diospyros chinensis', 'Diospyros chinensis publ', 'Diospyros costata', 'Diospyros kaempferi', 'Diospyros kaki aurantium', 'Diospyros kaki costata', 'Diospyros kaki domestica', 'Diospyros kaki elliptica', 'Diospyros kaki macrantha', 'Diospyros kaki mazelii', 'Diospyros kaki sahuti', 'Diospyros kaki silvestris', 'Diospyros lycopersicon', 'Diospyros mazelii', 'Diospyros roxburghii', 'Diospyros schi-tse', 'Diospyros sinensis', 'Diospyros sphenophylla', 'Diospyros trichocarpa', 'Diospyros wieseneri', 'Embryopteris kaki']","['ncbi:35925', 'gbif:3032984', 'irmng:10205417']",Diospyros kaki,both
XX 0 FRIBG 20030840,,,,,,Ebenaceae,,,,Diospyros lotus L. Femelle,Syst̬me 2,Diospyros lotus,90.0,diospyros lotus,False,False,ICN,1.0,diospyros lotus,[],False,False,Diospyros lotus,918839.0,species,ott3.3draft1,"['Dactylus trapezuntinus', 'Diospyros calycina', 'Diospyros lotus angustifolia', 'Diospyros lotus ellipsoidea', 'Diospyros lotus globosa', 'Diospyros lotus longifolia', 'Diospyros lotus mollissima', 'Diospyros lotus ovoidea', 'Diospyros loureiroana', 'Diospyros mediterranea', 'Diospyros umlovok']","['ncbi:55363', 'gbif:3032980', 'gbif:7295808', 'irmng:10205418']",Diospyros lotus,both
XX 0 FRIBG 20030899,,,,,,Brassicaceae,,,,Diplotaxis tenuifolia (L.) DC.,Syst̬me 3,Diplotaxis tenuifolia,95.0,diplotaxis tenuifolia,False,False,ICN,1.0,diplotaxis tenuifolia,"['extinct_inherited', 'incertae_sedis']",False,False,Diplotaxis tenuifolia,281545.0,no rank,ott3.3draft1,"['Arabis sylvestris', 'Brassica erucastrum', 'Diplotaxis fruticulosa', 'Diplotaxis kovacsiae', 'Eruca muralis', 'Eruca perennis', 'Sisymbrium acre', 'Sisymbrium tenuifolium']","['ncbi:264416', 'gbif:5376426', 'irmng:10212534']",Diplotaxis tenuifolia,both
XX 0 FRIBG 20030899,,,,,,Brassicaceae,,,,Diplotaxis tenuifolia (L.) DC.,Mur,Diplotaxis tenuifolia,95.0,diplotaxis tenuifolia,False,False,ICN,1.0,diplotaxis tenuifolia,"['extinct_inherited', 'incertae_sedis']",False,False,Diplotaxis tenuifolia,281545.0,no rank,ott3.3draft1,"['Arabis sylvestris', 'Brassica erucastrum', 'Diplotaxis fruticulosa', 'Diplotaxis kovacsiae', 'Eruca muralis', 'Eruca perennis', 'Sisymbrium acre', 'Sisymbrium tenuifolium']","['ncbi:264416', 'gbif:5376426', 'irmng:10212534']",Diplotaxis tenuifolia,both
CH 0 FRIBG 20190395,Sciboz J.,,,,,Caprifoliaceae,,,18,Dipsacus fullonum L.,Syst̬me 1,Dipsacus sativus,64.0,dipsacus sativus,False,False,ICN,1.0,dipsacus sativus,[],False,False,Dipsacus sativus,69540.0,species,ott3.3draft1,"['Dipsacus botteri', 'Dipsacus fullonum', 'Dipsacus fullonum sativus', 'Dipsacus horridus', 'Dipsacus morisonii', 'Dipsacus orsini', 'Dipsacus sinuatus', 'Dipsacus sylvestris fullonum', 'Dipsacus vulgaris']","['ncbi:40574', 'gbif:2888816', 'irmng:10602334']",Dipsacus sativus,both
XX 0 FRIBG 10001069,"Enz Peter, 1991",,,,,Caprifoliaceae,,,18,Dipsacus sativus (L.) Honck.,Syst̬me 1,Dipsacus sativus,90.0,dipsacus sativus,False,False,ICN,1.0,dipsacus sativus,[],False,False,Dipsacus sativus,69540.0,species,ott3.3draft1,"['Dipsacus botteri', 'Dipsacus fullonum', 'Dipsacus fullonum sativus', 'Dipsacus horridus', 'Dipsacus morisonii', 'Dipsacus orsini', 'Dipsacus sinuatus', 'Dipsacus sylvestris fullonum', 'Dipsacus vulgaris']","['ncbi:40574', 'gbif:2888816', 'irmng:10602334']",Dipsacus sativus,both
XX 0 FRIBG 20050227,,,,,,Sapindaceae,,,,Dipteronia sinensis Oliv.,Foug̬res,Dipteronia sinensis,95.0,dipteronia sinensis,False,False,ICN,1.0,dipteronia sinensis,[],False,False,Dipteronia sinensis,860950.0,species,ott3.3draft1,[],"['ncbi:43782', 'gbif:7263106']",Dipteronia sinensis,both
XX 0 FRIBG 20170019,,,,,,Orchidaceae,,,,Disa graminifolia Ker Gawl.,Serre froide,Disa graminifolia,90.0,disa graminifolia,False,False,ICN,1.0,disa graminifolia,[],False,False,Disa graminifolia,31583.0,species,ott3.3draft1,"['Herschelia coelestis', 'Herschelia graminifolia', 'Herschelianthe graminifolia']","['ncbi:376055', 'gbif:2783808']",Disa graminifolia,both
XX 0 FRIBG 10003191,,,,,,Apocynaceae,,,,Dischidia bengalensis Colebr.,Serre 2,Dischidia bengalensis,95.0,dischidia bengalensis,False,False,ICN,1.0,dischidia bengalensis,[],False,False,Dischidia bengalensis,345459.0,species,ott3.3draft1,"['Dischidia cuneifolia', 'Dischidia loeseneriana', 'Dischidia spatulata']","['ncbi:141471', 'gbif:3571031']",Dischidia bengalensis,both
GT 0 FRIBG 20060283,,,,,,Cactaceae,,,,Disocactus eichlamii (Weing.) Britton & Rose,Serre 4,Disocactus eichlamii,90.0,disocactus eichlamii,False,False,ICN,1.0,disocactus eichlamii,[],False,False,Disocactus eichlamii,6034795.0,species,ott3.3draft1,"['Epiphyllum eichlamii', 'Phyllocactus eichlamii']","['ncbi:1789621', 'gbif:3949749']",Disocactus eichlamii,both
XX 0 FRIBG 20170053,,,,,,Orchidaceae,,,,Diuris amplissima D.L.Jones,Serre froide,Diuris amplissima,90.0,diuris amplissima,False,False,ICN,1.0,diuris amplissima,[],False,False,Diuris amplissima,3970161.0,species,ott3.3draft1,[],"['ncbi:2303949', 'gbif:5321810']",Diuris amplissima,both
XX 0 FRIBG 20170054,,,,,,Orchidaceae,,,,Diuris behrii Schltdl.,Serre froide,Diuris behrii,90.0,diuris behrii,False,False,ICN,1.0,diuris behrii,[],False,False,Diuris behrii,427609.0,species,ott3.3draft1,[],"['ncbi:542682', 'gbif:5321738']",Diuris behrii,both
XX 0 FRIBG 20170066,,,,,,Orchidaceae,,,,Diuris brevifolia x aurea,Serre froide,Diuris brevifolia,95.0,diuris brevifolia,False,False,ICN,1.0,diuris brevifolia,[],False,False,Diuris brevifolia,427607.0,species,ott3.3draft1,['Diuris sulphurea brevifolia'],"['ncbi:542683', 'gbif:5321688']",Diuris brevifolia,both
XX 0 FRIBG 20170029,,,,,,Orchidaceae,,,,Diuris drummondii Lindl.,Serre froide,Diuris drummondii,95.0,diuris drummondii,False,False,ICN,1.0,diuris drummondii,[],False,False,Diuris drummondii,1024698.0,species,ott3.3draft1,[],"['ncbi:177036', 'gbif:5321775']",Diuris drummondii,both
XX 0 FRIBG 20170031,,,,,,Orchidaceae,,,,Diuris orientis D.L.Jones,Serre froide,Diuris orientis,90.0,diuris orientis,False,False,ICN,1.0,diuris orientis,[],False,False,Diuris orientis,612741.0,species,ott3.3draft1,[],"['ncbi:318450', 'gbif:5321723']",Diuris orientis,both
XX 0 FRIBG 20170049,,,,,,Orchidaceae,,,,Diuris recurva D.L.Jones,Serre froide,Diuris recurva,90.0,diuris recurva,False,False,ICN,1.0,diuris recurva,[],False,False,Diuris recurva,3970147.0,species,ott3.3draft1,[],['gbif:5321716'],Diuris recurva,both
XX 0 FRIBG 20170022,,,,,,Orchidaceae,,,,Diuris sulphurea R.Br.,Serre froide,Diuris sulphurea,95.0,diuris sulphurea,False,False,ICN,1.0,diuris sulphurea,[],False,False,Diuris sulphurea,478899.0,species,ott3.3draft1,"['Diuris latifolia', 'Diuris oculata', 'Diuris sulphurea immaculata', 'Diuris sulphurea tasmanica']","['ncbi:78753', 'gbif:5321739']",Diuris sulphurea,both
XX 0 FRIBG 19960347,,,,,,Primulaceae,,,,Dodecatheon meadia L.,G̩ophytes,Dodecatheon meadia,95.0,dodecatheon meadia,False,True,ICN,1.0,dodecatheon meadia,[],False,False,Primula meadia,519847.0,species,ott3.3draft1,"['Dodecatheon brachycarpum', 'Dodecatheon hugeri', 'Dodecatheon meadia', 'Dodecatheon meadia subsp. meadia']","['ncbi:59976', 'gbif:3169267', 'irmng:10907387']",Primula meadia,both
XX 0 FRIBG 20100081,,,,,,Primulaceae,,,,Dodecatheon pulchellum subsp. cusickii (Greene) Calder,G̩ophytes,Dodecatheon pulchellum,90.0,dodecatheon pulchellum,False,True,ICN,1.0,dodecatheon pulchellum,[],False,False,Primula pauciflora,383206.0,species,ott3.3draft1,"['Dodecatheon cusickii', 'Dodecatheon pauciflorum', 'Dodecatheon puberulum', 'Dodecatheon pulchellum', 'Dodecatheon radicatum', 'Dodecatheon salinum', 'Dodecatheon zionense']","['ncbi:175035', 'irmng:11399528']",Primula pauciflora,both
SK 0 FRIBG 20020286,,,,,,Asteraceae,,,,Doronicum austriacum Jacq.,Rocaille 2,Doronicum austriacum,95.0,doronicum austriacum,False,False,ICN,1.0,doronicum austriacum,[],False,False,Doronicum austriacum,983882.0,species,ott3.3draft1,"['Arnica austriaca', 'Doronicum austriacum austriacum', 'Doronicum austriacum giganteum', 'Doronicum austriacum longisepala', 'Doronicum austriacum monocephala', 'Doronicum longifolium', 'Doronicum orphanidis', 'Doronicum pardalianches giganteum', 'Doronicum subalpinum', 'Senecio austriacus']","['ncbi:118751', 'gbif:7389416']",Doronicum austriacum,both
CH 0 G 20130983,,,,,,Asteraceae,,,,Doronicum clusii (All.) Tausch,Alp. siliceux,Doronicum clusii,90.0,doronicum clusii,False,False,ICN,1.0,doronicum clusii,[],False,False,Doronicum clusii,765868.0,species,ott3.3draft1,"['? stiriacum', 'Arnica clusii', 'Arnica hirsuta', 'Arnica styriaca', 'Aronicum bauhini', 'Aronicum clusii', 'Aronicum doronicum', 'Doronicum bauhinii', 'Doronicum clusii clusii', 'Doronicum clusii stiriacum', 'Doronicum clusii villosum', 'Doronicum hirsutum', 'Doronicum hirsutum hirsutum', 'Doronicum incanum', 'Doronicum stiriacum', 'Grammarthron biligulatum', 'Senecio clusii']","['ncbi:118757', 'gbif:3143013']",Doronicum clusii,both
XX 0 FRIBG 20010103,,,,,,Asteraceae,,,,Doronicum columnae Ten.,Rocaille 2,Doronicum columnae,95.0,doronicum columnae,False,False,ICN,1.0,doronicum columnae,[],False,False,Doronicum columnae,311470.0,species,ott3.3draft1,"['Arnica wulfeniana', 'Aronicum cordatum', 'Doronicum caucasicum', 'Doronicum caucasicum elatior', 'Doronicum columnae columnae', 'Doronicum columnae cordifolium', 'Doronicum columnae elatior', 'Doronicum columnae lucidum', 'Doronicum columnae pilosum', 'Doronicum cordatum', 'Doronicum cordifolium', 'Doronicum lucidum', 'Doronicum orientale', 'Doronicum pilosum', 'Doronicum romanum', 'Doronicum wulfenianum', 'Senecio columnae']","['ncbi:118758', 'gbif:3143034']",Doronicum columnae,both
CH 0 FRIBG 20090384,"Cl̩ment Benoit, 2002",,,,,Asteraceae,,,,Doronicum grandiflorum Lam.,Pl. prot̩g̩es,Doronicum grandiflorum,95.0,doronicum grandiflorum,False,False,ICN,1.0,doronicum grandiflorum,[],False,False,Doronicum grandiflorum,886075.0,species,ott3.3draft1,"['Arnica scorpioides', 'Aronicum scorpioides', 'Aronicum scorpioides scorpioides', 'Aronicum viscosum', 'Doronicum ambiguum', 'Doronicum grandiflorum grandiflorum', 'Doronicum grandiflorum viscorum', 'Doronicum grandiflorum viscosum', 'Doronicum viscosum']","['ncbi:118763', 'gbif:3142996']",Doronicum grandiflorum,both
CH 0 FRIBG 20160501,,,,,,Asteraceae,,,,Doronicum grandiflorum Lam.,Alp. calcaire 5,Doronicum grandiflorum,95.0,doronicum grandiflorum,False,False,ICN,1.0,doronicum grandiflorum,[],False,False,Doronicum grandiflorum,886075.0,species,ott3.3draft1,"['Arnica scorpioides', 'Aronicum scorpioides', 'Aronicum scorpioides scorpioides', 'Aronicum viscosum', 'Doronicum ambiguum', 'Doronicum grandiflorum grandiflorum', 'Doronicum grandiflorum viscorum', 'Doronicum grandiflorum viscosum', 'Doronicum viscosum']","['ncbi:118763', 'gbif:3142996']",Doronicum grandiflorum,both
XX 0 FRIBG 20050464,,,,,,Asteraceae,,,,Doronicum pardalianches L.,Pl. prot̩g̩es,Doronicum pardalianches,96.0,doronicum pardalianches,False,False,ICN,1.0,doronicum pardalianches,[],False,False,Doronicum pardalianches,361405.0,species,ott3.3draft1,"['Doronicum cordatum', 'Doronicum cordifolium', 'Doronicum latifolium', 'Doronicum macrophyllum', 'Doronicum matthioli', 'Doronicum matthiolii', 'Doronicum paralianches', 'Doronicum procurrens', 'Doronicum scorpioides', 'Doronicum toxicarium', 'Senecio pardalianches']","['ncbi:118770', 'gbif:3142951', 'irmng:10209609', 'irmng:11365733']",Doronicum pardalianches,both
XX 0 FRIBG 10001072,,,,,,Aizoaceae,,,13 s,Dorotheanthus bellidiformis (Burm. ) N.E. Br.,Syst̬me 3,Dorotheanthus bellidiformis,90.0,dorotheanthus bellidiformis,False,True,ICN,1.0,dorotheanthus bellidiformis,[],False,False,Cleretum bellidiforme,773467.0,species,ott3.3draft1,"['? limpidum', 'Cleretum criniflorum', 'Cleretum cuneifolium', 'Cleretum flos-solis', 'Cleretum limpidum', 'Cleretum muirii', 'Cleretum oculatum', 'Dorotheanthus acuminatus', 'Dorotheanthus bellidiformis', 'Dorotheanthus bellidiformis subsp. bellidiformis', 'Dorotheanthus bidouwensis', 'Dorotheanthus criniflorus', 'Dorotheanthus flos-solis', 'Dorotheanthus hallii', 'Dorotheanthus littlewoodii', 'Dorotheanthus luteus', 'Dorotheanthus martinii', 'Dorotheanthus muirii', 'Dorotheanthus oculatus', 'Dorotheanthus oculatus saldanhensis', 'Dorotheanthus stayneri', 'Dorotheanthus ulularis', 'Mesembryanthemum bellidiforme', 'Mesembryanthemum criniflorum', 'Mesembryanthemum cuneifolium', 'Mesembryanthemum flos-solis', 'Mesembryanthemum limpidum', 'Mesembryanthemum spathulatum', 'Micropterum cuneifolium', 'Micropterum limpidum', 'Stigmatocarpum criniflorum']","['ncbi:90527', 'gbif:3707306']",Cleretum bellidiforme,both
XX 0 FRIBG 10000458,,,,,,Moraceae,,,,Dorstenia contrajerva L.,Serre 4,Dorstenia contrajerva,95.0,dorstenia contrajerva,False,False,ICN,1.0,dorstenia contrajerva,['sibling_higher'],False,False,Dorstenia contrajerva,681940.0,species,ott3.3draft1,"['Dorstenia alexiteria', 'Dorstenia contrajerva houstonii', 'Dorstenia contrajerva tenuiloba', 'Dorstenia houstonii', 'Dorstenia maculata', 'Dorstenia palmata', 'Dorstenia quadrangularis']","['ncbi:984801', 'gbif:2984541', 'irmng:11289443']",Dorstenia contrajerva,both
XX 0 FRIBG 10003192,,Bouture,,,,Moraceae,,,,Dorstenia massoni Bur.,Serre 4,Dorstenia massonii,87.0,dorstenia massoni,True,False,ICN,0.9444444179534912,dorstenia massoni,['sibling_higher'],False,False,Dorstenia psilurus,564311.0,species,ott3.3draft1,"['Dorstenia bicornis', 'Dorstenia gilletii', 'Dorstenia klaineana', 'Dorstenia klainei', 'Dorstenia lukafuensis', 'Dorstenia massonii', 'Dorstenia psiluroides', 'Dorstenia psiluroides subintegra', 'Dorstenia psilurus brevicaudata', 'Dorstenia psilurus compacta', 'Dorstenia psilurus scabra', 'Dorstenia psilurus subintegrifolia', 'Dorstenia scabra', 'Dorstenia scabra denticulata', 'Dorstenia scabra longicaudata', 'Dorstenia scabra subintegrifolia', 'Dorstenia stolzii', 'Dorstenia tenuifolia']","['ncbi:106723', 'gbif:3763387']",Dorstenia psilurus,both
