ott_id,organism_otol_kingdom,organism_otol_phylum,organism_otol_class,organism_otol_order,organism_otol_family,organism_otol_genus,organism_otol_species,organism_otol_unique_name,organism_otol_kingdom_ott_id_ott_id,organism_otol_phylum_ott_id,organism_otol_class_ott_id,organism_otol_order_ott_id,organism_otol_family_ott_id,organism_otol_genus_ott_id,organism_otol_species_ott_id,flags,rank
637564,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,,Silene armeria,5268475,916750,99252,216628,317818,154053,,[],species
637571,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,,Silene acaulis,5268475,916750,99252,216628,317818,154053,,[],species
638787,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Hippobroma,,Hippobroma longiflora,5268475,916750,99252,1042120,1086303,638793,,[],species
639706,Archaeplastida,Streptophyta,Magnoliopsida,Austrobaileyales,Schisandraceae,Schisandra,,Schisandra chinensis,5268475,916750,99252,373127,1022517,70551,,[],species
639943,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Sarraceniaceae,,,Sarracenia,5268475,916750,99252,648892,639961,,,[],genus
639950,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Sarraceniaceae,Darlingtonia,,Darlingtonia californica,5268475,916750,99252,648892,639961,639949,,[],species
640678,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Ornithopus,,Ornithopus sativus,5268475,916750,99252,956360,560323,449774,,[],species
640700,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Oreocereus,,Oreocereus trollii,5268475,916750,99252,216628,584111,244724,,[],species
641752,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Raoulia,,Raoulia glabra,5268475,916750,99252,1042120,46248,647739,,['sibling_higher'],species
641818,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Urticaceae,Pilea,,Pilea microphylla,5268475,916750,99252,208031,658494,1091013,,[],species
642437,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Ammi,,Ammi visnaga,5268475,916750,99252,372834,372831,1074882,,['sibling_higher'],species
642476,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Malva,,Malva neglecta,5268475,916750,99252,229284,279960,930069,,[],species
643041,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,,Gaultheria procumbens,5268475,916750,99252,648892,66730,480974,,[],species
643224,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Furcraea,,Furcraea gigantea,5268475,916750,99252,557124,17704,497838,,[],species
643465,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Lachenalia,,Lachenalia viridiflora,5268475,916750,99252,557124,47206,268375,,[],species
643492,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Althaea,,Althaea officinalis,5268475,916750,99252,229284,279960,643496,,[],species
643515,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Lavatera,,Lavatera trimestris,5268475,916750,99252,229284,279960,805349,,[],species
643935,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Sansevieria,,Sansevieria cylindrica,5268475,916750,99252,557124,17704,643955,,[],species
643941,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Acanthaceae,Ruellia,,Ruellia brevifolia,5268475,916750,99252,23736,504642,18709,,[],species
644049,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Dryas,,Dryas drummondii,5268475,916750,99252,208031,208036,644048,,[],species
644418,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalis,,Digitalis ferruginea,5268475,916750,99252,23736,1041309,75208,,[],species
645684,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,,Rhododendron catawbiense,5268475,916750,99252,648892,66730,66726,,[],species
646158,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Carex,,Carex baldensis,5268475,916750,99252,921871,105574,8151,,['sibling_higher'],species
646637,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Erythrostemon,,Erythrostemon gilliesii,5268475,916750,99252,956360,560323,27589,,[],species
646814,Archaeplastida,Streptophyta,Magnoliopsida,Myrtales,Lythraceae,Punica,,Punica granatum,5268475,916750,99252,648898,489493,368841,,[],species
647082,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Epipactis,,Epipactis helleborine,5268475,916750,99252,557124,568878,243186,,[],species
647742,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,,Clematis heracleifolia,5268475,916750,99252,872975,387826,964052,,[],species
647863,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Bromelia,,Bromelia pinguin,5268475,916750,99252,921871,627035,627048,,[],species
648048,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,,Helleborus purpurascens,5268475,916750,99252,872975,387826,170550,,[],species
648055,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,,Helleborus lividus,5268475,916750,99252,872975,387826,170550,,[],species
648057,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,,Helleborus niger,5268475,916750,99252,872975,387826,170550,,[],species
648059,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,,Helleborus odorus,5268475,916750,99252,872975,387826,170550,,[],species
648094,Archaeplastida,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Paullinia,,Paullinia cupana,5268475,916750,99252,229288,22442,730983,,[],species
649388,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Eleusine,,Eleusine coracana,5268475,916750,99252,921871,508090,657952,,[],species
649881,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,,Rhododendron groenlandicum,5268475,916750,99252,648892,66730,66726,,[],species
650188,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Silybum,,Silybum marianum,5268475,916750,99252,1042120,46248,650193,,[],species
650596,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asphodelaceae,Haworthiopsis,,Haworthiopsis longiana,5268475,916750,99252,557124,461417,5715855,,[],species
650679,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Iberis,,Iberis sempervirens,5268475,916750,99252,8844,309271,299737,,[],species
650740,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,,Allium victorialis,5268475,916750,99252,557124,17701,781603,,[],species
652329,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Thlaspi,,Thlaspi arvense,5268475,916750,99252,8844,309271,619250,,[],species
652402,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,,Teucrium polium,5268475,916750,99252,23736,544714,950290,,[],species
652820,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Hyacinthoides,,Hyacinthoides hispanica,5268475,916750,99252,557124,47206,842905,,[],species
653021,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,Veronica beccabunga,5268475,916750,99252,23736,1041309,507032,,[],species
653037,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,Veronica austriaca,5268475,916750,99252,23736,1041309,507032,,[],species
654312,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,Euphorbia stenoclada,5268475,916750,99252,429482,914245,109494,,[],species
655309,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria,,Mammillaria bombycina,5268475,916750,99252,216628,584111,226780,,[],species
655370,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,,Cirsium canum,5268475,916750,99252,1042120,46248,70338,,[],species
655583,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Anthericum,,Anthericum liliago,5268475,916750,99252,557124,17704,655588,,[],species
655586,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Amaryllis,,Amaryllis belladonna,5268475,916750,99252,557124,17701,655592,,[],species
656480,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,,Sedum dasyphyllum,5268475,916750,99252,648890,509332,509336,,['sibling_higher'],species
656482,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Phedimus,,Phedimus kamtschaticus,5268475,916750,99252,648890,509332,185032,,[],species
656885,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Marrubium,,Marrubium vulgare,5268475,916750,99252,23736,544714,82492,,[],species
657948,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordeum,,Hordeum vulgare,5268475,916750,99252,921871,508090,493874,,[],species
657956,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordeum,,Hordeum bulbosum,5268475,916750,99252,921871,508090,493874,,[],species
657960,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordeum,,Hordeum jubatum,5268475,916750,99252,921871,508090,493874,,[],species
658166,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Paeoniaceae,Paeonia,,Paeonia parnassica,5268475,916750,99252,648890,432991,747767,,[],species
658292,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,,Salvia uliginosa,5268475,916750,99252,23736,544714,374096,,['incertae_sedis'],species
658294,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,,Salvia rutilans,5268475,916750,99252,23736,544714,374096,,['incertae_sedis'],species
658505,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Moraceae,Ficus,,Ficus carica (species in kingdom Archaeplastida),5268475,916750,99252,208031,84017,658513,,[],species
659117,Archaeplastida,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Chamaedorea,,Chamaedorea graminifolia,5268475,916750,99252,17706,526437,736873,,[],species
659136,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Adansonia,,Adansonia digitata,5268475,916750,99252,229284,279960,659137,,[],species
659245,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Davalliaceae,Davallia,Davallia trichomanoides,Davallia trichomanoides var. bullata,5268475,916750,166292,93178,864938,318762,1046900,['infraspecific'],varietas
659304,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Arundo,,Arundo donax,5268475,916750,99252,921871,508090,659311,,[],species
659497,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Asyneuma,,Asyneuma canescens,5268475,916750,99252,1042120,1086303,533062,,[],species
661690,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Heliopsis,,Heliopsis helianthoides,5268475,916750,99252,1042120,46248,661688,,[],species
662160,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,,Asclepias incarnata,5268475,916750,99252,524062,524059,583848,,[],species
662454,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,,Ranunculus gramineus,5268475,916750,99252,872975,387826,387812,,['sibling_higher'],species
662972,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Vanda,,Vanda christensoniana,5268475,916750,99252,557124,568878,530291,,['sibling_higher'],species
664099,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Colchicaceae,Colchicum,,Colchicum cilicicum,5268475,916750,99252,258488,604247,1001037,,[],species
664533,Archaeplastida,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,,Magnolia stellata,5268475,916750,99252,288466,288464,288480,,['sibling_higher'],species
664540,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,,Nepeta racemosa,5268475,916750,99252,23736,544714,314683,,[],species
664734,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Thymelaeaceae,Thymelaea,,Thymelaea passerina,5268475,916750,99252,229284,1015625,461200,,[],species
664742,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,,Pelargonium caylae,5268475,916750,99252,648900,948914,372825,,[],species
664743,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,,Pelargonium caffrum,5268475,916750,99252,648900,948914,372825,,[],species
664749,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,,Pelargonium bowkeri,5268475,916750,99252,648900,948914,372825,,[],species
664752,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,,Pelargonium citronellum,5268475,916750,99252,648900,948914,372825,,[],species
664873,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Armeria,,Armeria majellensis,5268475,916750,99252,216628,532273,941995,,[],species
665224,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,,Geranium sessiliflorum,5268475,916750,99252,648900,948914,948948,,[],species
665771,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Lobelia,,Lobelia cardinalis,5268475,916750,99252,1042120,1086303,1086294,,[],species
665787,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Brighamia,,Brighamia insignis,5268475,916750,99252,1042120,1086303,665785,,[],species
665925,Archaeplastida,Streptophyta,,Cupressales,Cupressaceae,Thujopsis,,Thujopsis dolabrata,5268475,916750,,5435764,620757,665923,,[],species
666059,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,,Aquilegia atrata,5268475,916750,99252,872975,387826,964055,,[],species
666558,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Muehlenbeckia,,Muehlenbeckia axillaris,5268475,916750,99252,216628,904376,937934,,[],species
667477,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Onocleaceae,Matteuccia,,Matteuccia struthiopteris,5268475,916750,166292,93178,896620,667475,,[],species
667495,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Polystichum,,Polystichum munitum,5268475,916750,166292,93178,340301,293159,,[],species
667583,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,,Campanula thyrsoides,5268475,916750,99252,1042120,1086303,590452,,['sibling_higher'],species
667590,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,,Campanula rotundifolia,5268475,916750,99252,1042120,1086303,590452,,['sibling_higher'],species
668312,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Berberidaceae,Epimedium,,Epimedium pinnatum,5268475,916750,99252,872975,297866,1096858,,[],species
668688,Archaeplastida,Streptophyta,Magnoliopsida,Alismatales,Araceae,Calla,,Calla palustris,5268475,916750,99252,399481,481972,668687,,[],species
668862,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,,Aquilegia einseleana,5268475,916750,99252,872975,387826,964055,,[],species
669041,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,,Hypericum barbatum,5268475,916750,99252,429482,873015,974217,,['sibling_higher'],species
669214,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Rauvolfia,,Rauvolfia vomitoria,5268475,916750,99252,524062,524059,524091,,[],species
670130,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Ophrys,,Ophrys bombyliflora,5268475,916750,99252,557124,568878,621576,,[],species
670422,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Polystichum,,Polystichum lonchitis,5268475,916750,166292,93178,340301,293159,,[],species
670554,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Zizania,,Zizania aquatica,5268475,916750,99252,921871,508090,6052,,[],species
670903,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Hoya,,Hoya linearis,5268475,916750,99252,524062,524059,225992,,['sibling_higher'],species
670988,Archaeplastida,Streptophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,,Ilex aquifolium,5268475,916750,99252,596120,727574,727571,,[],species
671004,Archaeplastida,Streptophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,,Ilex crenata,5268475,916750,99252,596120,727574,727571,,[],species
671429,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Trachyspermum,,Trachyspermum ammi,5268475,916750,99252,372834,372831,148671,,[],species
671798,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,,Fraxinus ornus,5268475,916750,99252,23736,23723,671810,,[],species
671802,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,,Fraxinus excelsior,5268475,916750,99252,23736,23723,671810,,[],species
672046,Archaeplastida,Streptophyta,Polypodiopsida,Salviniales,Marsileaceae,Pilularia,,Pilularia globulifera,5268475,916750,166292,24284,164369,226596,,[],species
673540,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Dahlia,,Dahlia pinnata,5268475,916750,99252,1042120,46248,122253,,[],species
673707,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Penstemon,,Penstemon spectabilis,5268475,916750,99252,23736,1041309,759750,,[],species
674077,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,,Crepis bocconi,5268475,916750,99252,1042120,46248,949964,,[],species
674337,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Tamaricaceae,Tamarix,,Tamarix ramosissima,5268475,916750,99252,216628,942004,941999,,[],species
674341,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Tamaricaceae,Tamarix,,Tamarix parviflora,5268475,916750,99252,216628,942004,941999,,[],species
674792,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carruanthus,,Carruanthus ringens,5268475,916750,99252,216628,367508,674790,,[],species
674918,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Amorpha,,Amorpha fruticosa,5268475,916750,99252,956360,560323,674919,,[],species
674943,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Sternbergia,,Sternbergia clusiana,5268475,916750,99252,557124,17701,103390,,[],species
675223,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Crocus,,Crocus vernus,5268475,916750,99252,557124,1087540,740507,,[],species
676045,Archaeplastida,Streptophyta,Magnoliopsida,Alismatales,Araceae,Spathiphyllum,,Spathiphyllum wallisii,5268475,916750,99252,399481,481972,679343,,[],species
676058,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Gesneriaceae,Streptocarpus,,Streptocarpus ionanthus,5268475,916750,99252,23736,913162,123235,,['sibling_higher'],species
676061,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,,Saxifraga retusa,5268475,916750,99252,648890,1035588,1035571,,[],species
676687,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Polygonatum,,Polygonatum verticillatum,5268475,916750,99252,557124,17704,20731,,[],species
677069,Archaeplastida,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Citrullus,,Citrullus colocynthis,5268475,916750,99252,11011,1006267,1006276,,[],species
677313,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia,,Gleditsia triacanthos,5268475,916750,99252,956360,560323,677309,,[],species
677509,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,Prunus tomentosa,5268475,916750,99252,208031,208036,731578,,['sibling_higher'],species
677866,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Tulipa,,Tulipa sylvestris,5268475,916750,99252,258488,781605,878709,,[],species
678384,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cicerbita,,Cicerbita plumieri,5268475,916750,99252,1042120,46248,678385,,[],species
678506,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Securigera,,Securigera securidaca,5268475,916750,99252,956360,560323,474879,,[],species
679116,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Pancratium,,Pancratium maritimum,5268475,916750,99252,557124,17701,1090698,,[],species
679189,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Corchorus,,Corchorus capsularis,5268475,916750,99252,229284,279960,578272,,[],species
679985,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,,Allium nigrum,5268475,916750,99252,557124,17701,781603,,[],species
681245,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Pinguicula,,Pinguicula gigantea,5268475,916750,99252,23736,659713,659715,,[],species
681762,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,,Glycine max,5268475,916750,99252,956360,560323,459704,,[],species
681790,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,,Lepidium latifolium,5268475,916750,99252,8844,309271,567804,,[],species
681834,Archaeplastida,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,,Echium vulgare,5268475,916750,99252,5261925,147029,411085,,[],species
681836,Archaeplastida,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,,Echium russicum,5268475,916750,99252,5261925,147029,411085,,[],species
681940,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Moraceae,Dorstenia,,Dorstenia contrajerva,5268475,916750,99252,208031,84017,564309,,['sibling_higher'],species
682249,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Gymnocarpium,,Gymnocarpium robertianum,5268475,916750,166292,93178,106665,1010832,,[],species
682251,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Polystichum,,Polystichum aculeatum,5268475,916750,166292,93178,340301,293159,,[],species
682313,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Alchemilla,,Alchemilla erythropoda,5268475,916750,99252,208031,208036,533379,,[],species
682358,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Crocus,,Crocus etruscus,5268475,916750,99252,557124,1087540,740507,,[],species
682360,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Crocus,,Crocus flavus,5268475,916750,99252,557124,1087540,740507,,[],species
682375,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,,Vicia sylvatica,5268475,916750,99252,956360,560323,539539,,[],species
682631,Archaeplastida,Streptophyta,,Ephedrales,Ephedraceae,Ephedra,Ephedra distachya,Ephedra distachya subsp. helvetica,5268475,916750,,673434,673429,673430,673442,['infraspecific'],subspecies
682869,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Carex,,Carex sempervirens,5268475,916750,99252,921871,105574,8151,,['sibling_higher'],species
683204,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Pitcairnia,,Pitcairnia corallina,5268475,916750,99252,921871,627035,723674,,[],species
683685,Archaeplastida,Streptophyta,,Pinales,Pinaceae,Picea,,Picea likiangensis,5268475,916750,,4736806,994067,517942,,[],species
683964,Archaeplastida,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,,Vitis labrusca,5268475,916750,99252,1069308,329895,329893,,[],species
684215,Archaeplastida,Streptophyta,,Cupressales,Taxaceae,Taxus,,Taxus baccata,5268475,916750,,5435764,807158,684213,,[],species
684252,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,Limonium latifolium,5268475,916750,99252,216628,532273,387506,,[],species
684544,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Bellevalia,,Bellevalia romana,5268475,916750,99252,557124,47206,689610,,[],species
684553,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Muscari,,Muscari racemosum,5268475,916750,99252,557124,47206,341599,,[],species
684563,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Pseudomuscari,,Pseudomuscari azureum,5268475,916750,99252,557124,47206,436326,,[],species
685078,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Maianthemum,,Maianthemum stellatum,5268475,916750,99252,557124,17704,815516,,[],species
685675,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,,Viola stagnina,5268475,916750,99252,429482,224730,295597,,[],species
686275,Archaeplastida,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musella,,Musella lasiocarpa,5268475,916750,99252,627015,679528,686281,,[],species
686605,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Microtis,,Microtis atrata,5268475,916750,99252,557124,568878,179422,,[],species
686717,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Petrocallis,,Petrocallis pyrenaica,5268475,916750,99252,8844,309271,686707,,['incertae_sedis_inherited'],species
686875,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,,Actinidia arguta,5268475,916750,99252,648892,279976,279984,,[],species
687451,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Peucedanum,,Peucedanum cervaria,5268475,916750,99252,372834,372831,825758,,['sibling_higher'],species
688179,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Dracula,,Dracula chestertonii,5268475,916750,99252,557124,568878,688171,,[],species
689095,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Myosoton,,Myosoton aquaticum,5268475,916750,99252,216628,317818,689113,,[],species
689601,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asphodelaceae,Hemerocallis,,Hemerocallis lilioasphodelus,5268475,916750,99252,557124,461417,883105,,[],species
689603,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asphodelaceae,Hemerocallis,,Hemerocallis minor,5268475,916750,99252,557124,461417,883105,,[],species
689981,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Agrostemma,,Agrostemma githago,5268475,916750,99252,216628,317818,159016,,[],species
690026,Archaeplastida,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Phoenix,,Phoenix canariensis,5268475,916750,99252,17706,526437,452638,,[],species
690489,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,,Lilium regale,5268475,916750,99252,258488,781605,748393,,[],species
690500,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,,Lilium martagon,5268475,916750,99252,258488,781605,748393,,[],species
690508,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,,Lilium pumilum,5268475,916750,99252,258488,781605,748393,,[],species
691369,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Jacobaea,,Jacobaea adonidifolia,5268475,916750,99252,1042120,46248,480260,,[],species
691373,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Jacobaea,,Jacobaea alpina,5268475,916750,99252,1042120,46248,480260,,[],species
691378,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Jacobaea,,Jacobaea abrotanifolia,5268475,916750,99252,1042120,46248,480260,,[],species
