ott_id,organism_otol_kingdom,organism_otol_phylum,organism_otol_class,organism_otol_order,organism_otol_family,organism_otol_genus,organism_otol_species,organism_otol_unique_name,organism_otol_kingdom_ott_id_ott_id,organism_otol_phylum_ott_id,organism_otol_class_ott_id,organism_otol_order_ott_id,organism_otol_family_ott_id,organism_otol_genus_ott_id,organism_otol_species_ott_id,flags,rank
564,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Scleranthus,,Scleranthus annuus,5268475,916750,99252,216628,317818,333319,,[],species
672,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Briza,,Briza media,5268475,916750,99252,921871,508090,413239,,[],species
942,Archaeplastida,Streptophyta,,Araucariales,Podocarpaceae,Podocarpus,,Podocarpus nivalis,5268475,916750,,5435765,620760,620761,,[],species
1214,Archaeplastida,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,,Convolvulus lineatus,5268475,916750,99252,1050255,494850,1071034,,[],species
1613,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,,Salvia patens,5268475,916750,99252,23736,544714,374096,,['sibling_higher'],species
1828,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordelymus,,Hordelymus europaeus,5268475,916750,99252,921871,508090,1826,,['sibling_higher'],species
2125,Archaeplastida,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,,Lonicera japonica,5268475,916750,99252,659705,69534,649885,,[],species
2472,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Apium,,Apium graveolens,5268475,916750,99252,372834,372831,2470,,[],species
2476,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Coriandrum,,Coriandrum sativum,5268475,916750,99252,372834,372831,2475,,[],species
2480,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pastinaca,,Pastinaca sativa,5268475,916750,99252,372834,372831,2478,,[],species
2485,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Petroselinum,,Petroselinum crispum,5268475,916750,99252,372834,372831,2483,,[],species
2587,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Echinochloa,,Echinochloa crus-galli,5268475,916750,99252,921871,508090,911853,,[],species
3643,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Polystichum,,Polystichum braunii,5268475,916750,166292,93178,340301,293159,,[],species
3751,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Maxillaria,,Maxillaria tenuifolia,5268475,916750,99252,557124,568878,526986,,[],species
4047,Archaeplastida,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,,Solanum sisymbriifolium,5268475,916750,99252,1050255,473827,1020645,,['sibling_higher'],species
4173,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Carex,,Carex bohemica,5268475,916750,99252,921871,105574,8151,,['sibling_higher'],species
4557,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Satyrium,,Satyrium ligulatum,5268475,916750,99252,557124,568878,577230,,[],species
4664,Archaeplastida,Streptophyta,Magnoliopsida,Zingiberales,Marantaceae,Maranta,,Maranta leuconeura,5268475,916750,99252,627015,627012,350122,,[],species
5072,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Pteridaceae,,,Pteris,5268475,916750,166292,93178,164361,,,[],genus
5966,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Fosterella,,Fosterella penduliflora,5268475,916750,99252,921871,627035,206239,,[],species
6801,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,,Hydrocotyle verticillata,5268475,916750,99252,372834,524079,2500,,[],species
7333,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,,Pseudognaphalium luteoalbum,5268475,916750,99252,1042120,46248,19683,,[],species
7823,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Kernera,,Kernera saxatilis,5268475,916750,99252,8844,309271,7831,,[],species
7829,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba,,Draba rigida,5268475,916750,99252,8844,309271,745922,,[],species
7978,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,,Kalanchoe daigremontiana,5268475,916750,99252,648890,509332,7992,,[],species
7992,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,,,Kalanchoe,5268475,916750,99252,648890,509332,,,[],genus
8597,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Typhaceae,Sparganium,,Sparganium erectum,5268475,916750,99252,921871,225264,928468,,[],species
8848,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,,Populus nigra,5268475,916750,99252,429482,530183,530178,,[],species
8870,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Mesembryanthemum,,Mesembryanthemum crystallinum,5268475,916750,99252,216628,367508,21015,,[],species
9477,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,,Actinidia polygama,5268475,916750,99252,648892,279976,279984,,[],species
9796,Archaeplastida,Streptophyta,Magnoliopsida,Piperales,Aristolochiaceae,Aristolochia,,Aristolochia macrophylla,5268475,916750,99252,1022514,37785,9821,,[],species
9821,Archaeplastida,Streptophyta,Magnoliopsida,Piperales,Aristolochiaceae,,,Aristolochia,5268475,916750,99252,1022514,37785,,,[],genus
10224,Archaeplastida,Streptophyta,,Cupressales,Taxaceae,Cephalotaxus,,Cephalotaxus harringtonia,5268475,916750,,5435764,807158,1015532,,[],species
10618,Archaeplastida,Streptophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,,Selaginella helvetica,5268475,916750,144795,144821,144818,144816,,[],species
11338,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ajuga,,Ajuga reptans,5268475,916750,99252,23736,544714,371267,,[],species
11800,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Crocus,,Crocus ancyrensis,5268475,916750,99252,557124,1087540,740507,,[],species
11802,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Crocus,,Crocus angustifolius,5268475,916750,99252,557124,1087540,740507,,[],species
12148,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Ornithogalum,,Ornithogalum gussonei,5268475,916750,99252,557124,47206,29643,,[],species
12152,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Ornithogalum,,Ornithogalum umbellatum,5268475,916750,99252,557124,47206,29643,,[],species
12524,Archaeplastida,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Nemophila,,Nemophila maculata,5268475,916750,99252,5261925,147029,476091,,[],species
12659,Archaeplastida,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,,Oenothera biennis,5268475,916750,99252,648898,1015483,277109,,[],species
12855,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,,Dianthus pavonius,5268475,916750,99252,216628,317818,317820,,[],species
13139,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,,Cirsium palustre,5268475,916750,99252,1042120,46248,70338,,[],species
14057,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aconitum,,Aconitum anthora,5268475,916750,99252,872975,387826,756111,,[],species
14165,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Chaerophyllum,,Chaerophyllum aureum,5268475,916750,99252,372834,372831,90348,,[],species
14959,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Droseraceae,Drosera,,Drosera binata,5268475,916750,99252,216628,14966,14968,,[],species
14963,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Droseraceae,Drosera,,Drosera capensis,5268475,916750,99252,216628,14966,14968,,[],species
14968,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Droseraceae,,,Drosera,5268475,916750,99252,216628,14966,,,[],genus
14971,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Droseraceae,Dionaea,,Dionaea muscipula,5268475,916750,99252,216628,14966,14965,,[],species
15318,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Noccaea,,Noccaea oppositifolia,5268475,916750,99252,8844,309271,179314,,[],species
15756,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Colutea,,Colutea arborescens,5268475,916750,99252,956360,560323,187486,,[],species
15769,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Amsonia,,Amsonia orientalis,5268475,916750,99252,524062,524059,46127,,[],species
17318,Archaeplastida,Streptophyta,Magnoliopsida,Myrtales,Lythraceae,Trapa,,Trapa natans,5268475,916750,99252,648898,489493,17303,,[],species
17448,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Anoda,,Anoda cristata,5268475,916750,99252,229284,279960,566303,,[],species
17450,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Abelmoschus,,Abelmoschus manihot,5268475,916750,99252,229284,279960,590123,,[],species
17921,Archaeplastida,Streptophyta,Magnoliopsida,Alismatales,Araceae,Arum,,Arum italicum,5268475,916750,99252,399481,481972,481961,,[],species
17923,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Typhaceae,Typha,,Typha angustifolia,5268475,916750,99252,921871,225264,613197,,[],species
17930,Archaeplastida,Streptophyta,Magnoliopsida,Commelinales,Commelinaceae,Tradescantia,,Tradescantia pallida,5268475,916750,99252,402582,877745,877742,,[],species
17935,Archaeplastida,Streptophyta,Magnoliopsida,Commelinales,Commelinaceae,Tradescantia,,Tradescantia virginiana,5268475,916750,99252,402582,877745,877742,,[],species
17940,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Juncaceae,Luzula,,Luzula sylvatica,5268475,916750,99252,921871,931271,790587,,[],species
18145,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Sanicula,,Sanicula europaea,5268475,916750,99252,372834,372831,643951,,[],species
18501,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,,Centaurea cyanus,5268475,916750,99252,1042120,46248,1030541,,[],species
19154,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Fritillaria,,Fritillaria meleagris,5268475,916750,99252,258488,781605,172933,,[],species
19452,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Bunias,,Bunias orientalis,5268475,916750,99252,8844,309271,19450,,[],species
19685,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Leontopodium,,Leontopodium alpinum,5268475,916750,99252,1042120,46248,19698,,[],species
19803,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Aubrieta,,Aubrieta deltoidea,5268475,916750,99252,8844,309271,19813,,[],species
19815,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Pseudoturritis,,Pseudoturritis turrita,5268475,916750,99252,8844,309271,981721,,[],species
20463,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Blumea,,Blumea axillaris,5268475,916750,99252,1042120,46248,482152,,[],species
21239,Archaeplastida,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Toxicodendron,,Toxicodendron pubescens,5268475,916750,99252,229288,423320,411493,,[],species
21285,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,,Clematis tangutica,5268475,916750,99252,872975,387826,964052,,[],species
21451,Archaeplastida,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,,Valeriana supina,5268475,916750,99252,659705,69534,393345,,[],species
21474,Archaeplastida,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,,Valeriana montana,5268475,916750,99252,659705,69534,393345,,[],species
21994,Archaeplastida,Streptophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,,Cornus sanguinea,5268475,916750,99252,229290,737319,82463,,[],species
22343,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,,Amaranthus hypochondriacus,5268475,916750,99252,216628,317791,317808,,[],species
22350,Archaeplastida,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,,Sambucus ebulus,5268475,916750,99252,659705,757494,1042137,,[],species
22373,Archaeplastida,Streptophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Heliotropium,,Heliotropium arborescens,5268475,916750,99252,5261925,5728206,885838,,[],species
22375,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Glechoma,,Glechoma hederacea,5268475,916750,99252,23736,544714,1067377,,[],species
22642,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,,Cirsium tuberosum,5268475,916750,99252,1042120,46248,70338,,[],species
22646,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba,,Draba verna,5268475,916750,99252,8844,309271,745922,,[],species
23103,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,,Gypsophila fastigiata,5268475,916750,99252,216628,317818,28652,,['sibling_higher'],species
23729,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,,Olea europaea,5268475,916750,99252,23736,23723,23722,,[],species
23738,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Plectranthus,,Plectranthus scutellarioides,5268475,916750,99252,23736,544714,82482,,[],species
24752,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Scilla,,Scilla scilloides,5268475,916750,99252,557124,47206,978714,,[],species
25036,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Echinops,,Echinops sphaerocephalus,5268475,916750,99252,1042120,46248,511898,,[],species
25043,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Onopordum,,Onopordum acanthium,5268475,916750,99252,1042120,46248,25041,,[],species
25407,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asphodelaceae,Gasteria,,Gasteria carinata,5268475,916750,99252,557124,461417,55282,,[],species
25415,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asphodelaceae,Gasteria,,Gasteria disticha,5268475,916750,99252,557124,461417,55282,,[],species
26548,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Hoodia,,Hoodia gordonii,5268475,916750,99252,524062,524059,26542,,[],species
26727,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Juncaceae,Juncus,,Juncus effusus,5268475,916750,99252,921871,931271,545838,,[],species
27197,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,,Phlomis fruticosa,5268475,916750,99252,23736,544714,237956,,[],species
27249,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,,Cirsium acaule,5268475,916750,99252,1042120,46248,70338,,[],species
27257,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Globularia,,Globularia nudicaulis,5268475,916750,99252,23736,1041309,628260,,[],species
27841,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Neottia,,Neottia ovata,5268475,916750,99252,557124,568878,875532,,[],species
28373,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,,Hedera canariensis,5268475,916750,99252,372834,524079,524077,,[],species
28822,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Microgramma,,Microgramma vacciniifolia,5268475,916750,166292,93178,667483,145196,,[],species
29109,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Vinca,,Vinca major,5268475,916750,99252,524062,524059,142099,,[],species
29276,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,,Cylindropuntia imbricata,5268475,916750,99252,216628,584111,29267,,[],species
30483,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,,,Tilia,5268475,916750,99252,229284,279960,,,[],genus
30740,Archaeplastida,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Diervilla,,Diervilla sessilifolia,5268475,916750,99252,659705,69534,243305,,[],species
31230,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Crocus,,Crocus hadriaticus,5268475,916750,99252,557124,1087540,740507,,[],species
31234,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Crocus,,Crocus sieberi,5268475,916750,99252,557124,1087540,740507,,[],species
31403,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Aeonium,,Aeonium urbicum,5268475,916750,99252,648890,509332,36120,,[],species
31583,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Disa,,Disa graminifolia,5268475,916750,99252,557124,568878,629386,,[],species
31926,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,,Triticum aestivum,5268475,916750,99252,921871,508090,31937,,[],species
31940,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,,Triticum monococcum,5268475,916750,99252,921871,508090,31937,,[],species
32065,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,,Rosa arvensis,5268475,916750,99252,208031,208036,259066,,['incertae_sedis_inherited'],species
33303,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Retama,,Retama raetam,5268475,916750,99252,956360,560323,33309,,[],species
33315,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Petteria,,Petteria ramentacea,5268475,916750,99252,956360,560323,33316,,[],species
34087,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Drimia,,Drimia maritima,5268475,916750,99252,557124,47206,85754,,[],species
34199,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,,Allium paradoxum,5268475,916750,99252,557124,17701,781603,,[],species
34203,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,,Allium obliquum,5268475,916750,99252,557124,17701,781603,,[],species
34241,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,,Pelargonium mollicomum,5268475,916750,99252,648900,948914,372825,,[],species
34645,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Crinum,,Crinum asiaticum,5268475,916750,99252,557124,17701,1089420,,[],species
35191,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Beckmannia,,Beckmannia syzigachne,5268475,916750,99252,921871,508090,476950,,[],species
35500,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Bassia,,Bassia scoparia,5268475,916750,99252,216628,5920024,214363,,[],species
35527,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Gesneriaceae,Aeschynanthus,,Aeschynanthus longicaulis,5268475,916750,99252,23736,913162,711765,,[],species
35604,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,,Gypsophila vaccaria,5268475,916750,99252,216628,317818,28652,,['sibling_higher'],species
35629,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,,Verbascum thapsus,5268475,916750,99252,23736,23713,264474,,[],species
35910,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Barbarea,,Barbarea vulgaris,5268475,916750,99252,8844,309271,35918,,[],species
35933,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabis,,Arabis alpina,5268475,916750,99252,8844,309271,35937,,[],species
36099,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,,Bupleurum stellatum,5268475,916750,99252,372834,372831,892024,,[],species
36129,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Cotyledon,,Cotyledon orbiculata,5268475,916750,99252,648890,509332,36130,,[],species
36287,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum,,Erysimum cheiranthoides,5268475,916750,99252,8844,309271,1037337,,[],species
36614,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Triteleia,,Triteleia hyacinthina,5268475,916750,99252,557124,17704,285951,,[],species
37136,Archaeplastida,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,,Citrus reticulata,5268475,916750,99252,229288,43847,929678,,['sibling_higher'],species
37464,Archaeplastida,Streptophyta,Magnoliopsida,Alismatales,Araceae,Syngonium,,Syngonium auritum,5268475,916750,99252,399481,481972,37474,,[],species
37792,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Nepenthaceae,Nepenthes,,Nepenthes maxima,5268475,916750,99252,216628,587621,587622,,[],species
38042,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,,Melilotus albus,5268475,916750,99252,956360,560323,306104,,[],species
38048,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,,Melilotus officinalis,5268475,916750,99252,956360,560323,306104,,[],species
38554,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,Euphorbia bubalina,5268475,916750,99252,429482,914245,109494,,[],species
38871,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinocereus,,Echinocereus viereckii,5268475,916750,99252,216628,584111,920674,,[],species
39517,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,,Albizia julibrissin,5268475,916750,99252,956360,560323,39514,,[],species
39530,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Abrus,,Abrus precatorius (species in kingdom Archaeplastida),5268475,916750,99252,956360,560323,39540,,[],species
39541,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,,Arachis hypogaea,5268475,916750,99252,956360,560323,39536,,[],species
40038,Archaeplastida,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Lycium,,Lycium barbarum,5268475,916750,99252,1050255,473827,442500,,[],species
41518,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asphodelaceae,Asphodelus,,Asphodelus ramosus,5268475,916750,99252,557124,461417,330672,,[],species
41551,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,,Iris magnifica,5268475,916750,99252,557124,1087540,229529,,[],species
41553,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,,Iris lacustris,5268475,916750,99252,557124,1087540,229529,,[],species
41613,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,,Dryopteris filix-mas,5268475,916750,166292,93178,340301,41618,,[],species
41620,Archaeplastida,Streptophyta,Polypodiopsida,Osmundales,Osmundaceae,Osmunda,,Osmunda regalis,5268475,916750,166292,421646,41629,41628,,[],species
41631,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Onocleaceae,Onoclea,,Onoclea sensibilis,5268475,916750,166292,93178,896620,41632,,[],species
42054,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,,Iris foetidissima,5268475,916750,99252,557124,1087540,229529,,[],species
43059,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,,Iris pseudacorus,5268475,916750,99252,557124,1087540,229529,,[],species
43076,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,,Iris ruthenica,5268475,916750,99252,557124,1087540,229529,,[],species
43087,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,,Iris sibirica,5268475,916750,99252,557124,1087540,229529,,[],species
43092,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,,Iris sanguinea,5268475,916750,99252,557124,1087540,229529,,[],species
44878,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Phalaenopsis,,Phalaenopsis pulchra,5268475,916750,99252,557124,568878,108450,,[],species
45786,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,,Iris persica,5268475,916750,99252,557124,1087540,229529,,[],species
45831,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Amelanchier,,Amelanchier canadensis,5268475,916750,99252,208031,208036,197803,,[],species
46131,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Vincetoxicum,,Vincetoxicum hirundinaria,5268475,916750,99252,524062,524059,514638,,['sibling_higher'],species
46196,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Arctium,,Arctium lappa,5268475,916750,99252,1042120,46248,465432,,[],species
47209,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Bowiea,,Bowiea volubilis,5268475,916750,99252,557124,47206,47208,,[],species
47230,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,,Crepis aurea,5268475,916750,99252,1042120,46248,949964,,[],species
47954,Archaeplastida,Streptophyta,,Cupressales,Cupressaceae,Metasequoia,,Metasequoia glyptostroboides,5268475,916750,,5435764,620757,47957,,[],species
48553,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Tulipa,,Tulipa saxatilis,5268475,916750,99252,258488,781605,878709,,[],species
48950,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Anthoxanthum,,Anthoxanthum alpinum,5268475,916750,99252,921871,508090,514147,,[],species
49599,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Centella,,Centella asiatica,5268475,916750,99252,372834,372831,347903,,[],species
49609,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Cicuta,,Cicuta virosa,5268475,916750,99252,372834,372831,498471,,[],species
49636,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Eleocharis,,Eleocharis vivipara,5268475,916750,99252,921871,105574,790600,,[],species
50736,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Francoaceae,Melianthus,,Melianthus major,5268475,916750,99252,648900,126944,571555,,[],species
51742,Archaeplastida,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,,Viburnum tinus,5268475,916750,99252,659705,757494,757503,,[],species
51794,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,,Cotoneaster horizontalis,5268475,916750,99252,208031,208036,366116,,[],species
51796,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,,Cotoneaster integerrimus,5268475,916750,99252,208031,208036,366116,,[],species
51809,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,,Cotoneaster multiflorus,5268475,916750,99252,208031,208036,366116,,[],species
52005,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Narcissus,,Narcissus bulbocodium,5268475,916750,99252,557124,17701,592259,,[],species
52008,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Narcissus,,Narcissus calcicola,5268475,916750,99252,557124,17701,592259,,[],species
52112,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,,Pyrus pyraster,5268475,916750,99252,208031,208036,259068,,[],species
53770,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,,Salvia cacaliifolia,5268475,916750,99252,23736,544714,374096,,['sibling_higher'],species
